1_name_lt;Beißender Frost
201732_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201732_name;Shøp: Jäger
201732_tooltip;<keyword=deploy>Einsatz</keyword>: Spiele eine zufällig gewählte Karte aus deinem Deck aus.
201733_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201733_name;Shøp: Jäger
201733_tooltip;<keyword=deploy>Einsatz</keyword>: Teile {Damage2} Schaden zufällig unter allen gegnerischen Einheiten auf.
201734_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201734_name;Shøp: Jäger
201734_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere alle Einheiten auf deiner Hand um Beträge zwischen {Boost} und {Boost2} Stärke.
201735_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201735_name;Shøp: Jäger
201735_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre eine zufällig gewählte gegnerische Einheit.
201736_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201736_name;Shøp: Jäger
201736_tooltip;<keyword=deploy>Einsatz</keyword>: Wende einen zufällig gewählten Reiheneffekt in einer gegnerischen Reihe an.
201737_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201737_name;Shøp: Ritter
201737_tooltip;Schicke Shøp zur Militärakademie am Kaiserlichen Hof.
201738_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201738_name;Shøp: Ritter
201738_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage3} Schaden zu.
201739_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201739_name;Shøp: Ritter
201739_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=lock>Blockiere</keyword> eine Einheit.
201740_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201740_name;Shøp: Ritter
201740_tooltip;<keyword=deploy>Einsatz</keyword>: Gib dieser Einheit <keyword=resilient>Zähigkeit</keyword>.
201741_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201741_name;Shøp: Ritter
201741_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre ein gegnerisches Artefakt.
201742_fluff;Die anderen Trolle fanden ihn immer etwas seltsam - ich meine, wer mag schon farbige Papierschnipsel lieber als Steine?
201742_name;Shøp: Ritter
201742_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit um {Boost4}.
201743_fluff;Ihre Kinder haben ihre Schönheit geerbt.
201743_name;Krabbspinnenkönigin
201743_tooltip;Wann immer eine verbündete Einheit während deines Zugs zerstört wird, <keyword=spawn>generiere</keyword> eine Krabbspinnendrohne und <keyword=summon>rufe</keyword> sie in eine zufällig gewählte verbündete Reihe herbei.
201744_fluff;Der Wind hat sie über den Kontinent getragen ... Und dort, wo sie landen, hinterlassen sie Wahnsinn und Zerstörung.
201744_name;Sporen
201744_tooltip;Stelle die Basisstärke einer Einheit wieder her.
201748_fluff;Wie König Foltest gerne sagt - nicht die Größe zählt, sondern ob das Gerät die Arbeit erledigt.
201748_name;Foltests Stolz
201748_tooltip;<keyword=order>Befehl</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer gegnerischen Einheit und allen gegnerischen Einheiten mit derselben Stärke {Damage} Schaden zu. \n<keyword=charge>Ladungen</keyword>: {Charges}.
201749_fluff;Riechst du das? So riecht pures Glück.
201749_name;Goldener Schaum
201749_tooltip;Verbessere alle Einheiten in einer Reihe um {Boost}.
201753_fluff;Weißt du, wir sind die Miliz. Wir bewahren den Frieden.
201753_name;Bauernmiliz
201753_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit um {Boost}.
201772_fluff;Ich erledigte einst einen Auftrag. Sollte meine Belohnung wählen und wählte das Gesetz der Überraschung.
201772_name;Geralt: Profi
201772_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. Ist ihre Stärke durch {Power} teilbar, zerstöre sie stattdessen.
201773_fluff;Fesseln reichen nicht, und ein Knebel macht sie auch nicht ungefährlicher. Nein, wir müssen Dimeritium nehmen.
201773_name;Triss: Telekinese
201773_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: <keyword=create>Erschaffe</keyword> eine Bronzesonderkarte aus dem aktuellen Deck von einem der Spieler und spiele sie aus.
201774_fluff;Rittersporn hat mir von euren Abenteuern erzählt. Wie er dich mit Liedern auf den Kampf einstimmt und wie er den Kayran mit seiner Laute gezähmt hat ...
201774_name;Rittersporn: Angeber
201774_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre eine gegnerische Bestie.
201776_fluff;Die Feder ist mächtiger als das Schwert!
201776_name;Rittersporn: Poet
201776_tooltip;<keyword=deploy>Einsatz</keyword>: Ziehe eine Karte und spiele dann eine Karte aus.
201777_fluff;Angst geziemt sich uns nicht. Dennoch gibt es einen D'hoine ... Vernon Roche. Nimm dich vor ihm in Acht.
201777_name;Roche: Gnadenlos
201777_tooltip;<keyword=order>Befehl</keyword>: <keyword=seize>Ergreife</keyword> eine gegnerische Einheit, deren Stärke maximal der Anzahl der <keyword=charge>Ladungen</keyword> von Roche: Gnadenlos entspricht, und entferne dann alle <keyword=charge>Ladungen</keyword> von Roche: Gnadenlos.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nGib dieser Einheit jeden Zug zu Beginn des Zugs {Charges2} <keyword=charge>Ladung</keyword>.
201778_fluff;Ich muss die Clans vereinigen. Ich würde den Krieg gern vermeiden, aber wenn Nilfgaard angreift, müssen wir gemeinsam zurückschlagen.
201778_name;Cerys: Furchtlos
201778_tooltip;postponed
201779_fluff;Der Brokilon ist mir mehr Wert als mein eigenes Leben. Er ist wie eine Mutter, die sich um ihre Kinder kümmert. Ich werde ihn bis zum letzten Atemzug verteidigen.
201779_name;Ruf des Waldes
201779_tooltip;Mische eine verbündete Einheit in dein Deck. Spiele dann eine Einheit derselben primären Kategorie aus deinem Deck aus und verbessere sie um {Boost}.
201780_fluff;Ja, ich habe die Zukunft gesehen. Du kommst nicht darin vor.
201780_name;Yennefer: Weissagung
201780_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: <keyword=reveal>Enthülle</keyword> eine zufällig gewählte Einheit aus deinem Deck und verbessere dann eine verbündete Einheit um deren Stärke.
201781_fluff;Die Schwestern sagten, du würdest kommen. Sie sahen deine Ankunft im Spiegel des Wassers.
201781_name;Imlerith
201781_tooltip;<keyword=order>Befehl</keyword>: Kontrollierst du die stärkste Einheit, füge einer Einheit {Damage} Schaden zu. \n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
201817_fluff;"Unvorstellbar. Unmöglich", dachte Ciri, als sie wieder zu sich kam. "Einhörner existieren nicht, nicht mehr, nicht in dieser Welt. Einhörner sind ausgestorben."
201817_name;Ihuarraquax
201817_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Beide Spieler <keyword=summon>rufen</keyword> jeweils die Einheit mit den höchsten Rekrutierungskosten aus ihren Decks in die jeweiligen Nahkampfreihen herbei.\n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Beide Spieler <keyword=summon>rufen</keyword> jeweils die Einheit mit den niedrigsten Rekrutierungskosten aus ihren Decks in die jeweiligen Fernkampfreihen herbei.
202044_fluff;Halt das Ungeziefer an der kurzen Leine! Und scheu dich nicht, die Peitsche zu benutzen!
202044_name;Hinke-Harwin
202044_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer gegnerischen Einheit und all ihren Kopien {Damage} Schaden zu.
202054_fluff;Man garniere jede Portion mit geriebenem Käse. Für den Geschmack Augäpfel dazugeben. Heiß servieren.
202054_name;Elf und Zwiebelsuppe
202054_tooltip;Zerstöre {Maxtargets} verbündete Einheiten derselben Farbe, <keyword=create>erschaffe</keyword> dann eine Einheit dieser Farbe und spiele sie aus.
202064_fluff;Mir fehlt es nicht an Vernunft, nur an Gefühlen.
202064_name;Ivo von Belhaven
202064_tooltip;<keyword=order>Befehl</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nGib dieser Einheit {Charge} <keyword=charge>Ladung</keyword>, wann immer du einen Hexer ausspielst.
202093_fluff;Rittersporn: Zyniker, Lustmolch und Lügner. Und mein bester Freund.
202093_name;Rittersporn: Eroberer
202093_tooltip;Keine Fähigkeit.
202094_fluff;Einen Schritt zum Wagen, und du hast einen Pfeil im Auge!
202094_name;Karawaneneskorte
202094_tooltip;Keine Fähigkeit.
202095_fluff;Bei Meliteles Gnade, ich schwöre, der Weg war hier irgendwo ...
202095_name;Karawanenführer
202095_tooltip;Keine Fähigkeit.
202096_fluff;Wenn das nötig ist, um die Welt zu retten, ist es besser, wenn sie stirbt.
202096_name;Geralt von Riva
202096_tooltip;Keine Fähigkeit.
202097_fluff;Die kleinen Biester wären fast niedlich, wenn sie nicht so mörderisch wären.
202097_name;Nekker
202097_tooltip;Keine Fähigkeit.
202098_fluff;Das Gute Buch sagt, die Welt ist ein Garten, den die Götter einst den Menschen anvertrauten. Und wir Menschen haben diesen Garten vernachlässigt!
202098_name;Eyck von Denesle
202098_tooltip;<keyword=deploy>Einsatz</keyword>: Hast du einen Drachen auf der Hand, gib dieser Einheit <keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Zerstöre eine Einheit mit mindestens {Power} Stärke.
202099_fluff;Die Streuner von Spalla - bist du ihr Anführer? Nennt man dich den Herzog der Hunde?
202099_name;Gascon
202099_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Verbessere diese Einheit um einen zufällig gewählten Betrag zwischen {Power} und {Power2}.
202100_fluff;Der Junge taugt nicht für die Krone. Er hat weder die Intelligenz noch die Tapferkeit. Ich weiß das, Ihr wisst das … nur er selber nicht.
202100_name;Prinz Villem
202100_tooltip;<keyword=spying>Spionage</keyword>.\n<keyword=deploy>Einsatz</keyword>: Spiele eine zufällig gewählte Goldkarte aus deinem Deck aus.
202101_fluff;Majestät ... das ziemt sich doch nicht, dass die Königin gemeine Leute befragt ...
202101_name;Graf Caldwell
202101_tooltip;Verschiebe diese Einheit jeden Zug am Ende des Zugs in die Reihe mit der stärksten Einheit auf dem Schlachtfeld.
202102_fluff;Euer Ingenieur hat einen Kopf wie Sülze, aber fähig ist er, das muss man sagen.
202102_name;Xavier Lemmens
202102_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=banish>Verbanne</keyword> alle Karten auf dem gegnerischen Friedhof.\n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: <keyword=banish>Verbanne</keyword> alle Karten auf deinem Friedhof.
202103_fluff;Als er sich hier niederließ, haben sie fast ein Jahrhundert gegen ihn gekämpft. Aber keine Seite konnte sich durchsetzen. Also ... haben sie ein Abkommen getroffen: Er lässt sie in Ruhe, sie versorgen ihn.
202103_name;Keltullis
202103_tooltip;<keyword=melee>Nahkampf</keyword>: Zerstöre jeden Zug am Ende des Zugs die schwächste Einheit auf der Schlachtfeldseite, auf der sich die meisten Einheiten befinden.
202104_fluff;"Was habe ich getan?", schrie der Magier in Furcht vor seiner eigenen Kreatur.
202104_name;Einschüchterer: Wach
202104_tooltip;<keyword=immune>Immun</keyword>.
202105_fluff;Plötzlich barst der Sumpf unter ihren Füßen unter gewaltigem Getöse auf. Zwei lange, an Gottesanbeterinnen erinnernde, mit Stacheln besetzte Vorderbeine schossen aus dem Schlamm empor. Die monströsen, grünen Haken ergriffen einen unglücklichen Fußsoldaten und zogen ihn unter Wasser,
202105_name;Sägmaul
202105_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre alle Einheiten mit {Power} Stärke. Verbessere diese Einheit für jede zerstörte Einheit um {Boost}.
202106_fluff;Brouver Hoog wollte ihn mal aus Mahakam werfen, weil er ein Lama in seinem Zimmer hatte ... Es ist eine lange Geschichte.
202106_name;Gabor Zigrin
202106_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Gib dieser Einheit <keyword=resilient>Zähigkeit</keyword>.\n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Mach diese Einheit <keyword=immune>immun</keyword>.\nWann immer du einen Zwerg ausspielst, verbessere diese Einheit um {Boost}.
202107_fluff;Er ist hier mit seinem Krämerwagen voller Krimskrams aufgekreuzt. Ist von Haus zu Haus gezogen und hat seinen Müll übern grünen Klee gelobt. Und was hat er uns angedreht? Bomben, die in der Hand explodieren! Eine Bartwuchsformel, die die Haare entzündet!
202107_name;Barnabas Beckenbauer
202107_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine(n) verbündete(n) Elfen, Zwerg und Dryade um {Boost}.
202108_fluff;Ich habe geschworen, niemals anderen mit Magie zu schaden.
202108_name;Isbel von Hagge
202108_tooltip;<keyword=order>Befehl</keyword>, <keyword=ranged>Fernkampf</keyword>: Sieh dir die oberste Karte in beiden Decks an. Behalte die eine und gib die andere deinem Gegner.
202109_fluff;Die Küste ist schon lange leergeplündert. Also sind wir mit den Drakkaren die Jaruga raufgesegelt - für Gold und Ehre!
202109_name;Gudmund Flinkzunge
202109_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Tausche alle Karten auf deinem Friedhof mit denen in deinem Deck aus.
202110_fluff;Schilde sind was für blumenpflückende Einfaltspinsel.
202110_name;Dagur Doppelklinge
202110_tooltip;<keyword=melee>Nahkampf</keyword>: Wann immer eine gegnerische Einheit Schaden erleidet, verbessere diese Einheit um {Boost}.
202111_fluff;Die Nilfgaarder strebten ohne Anzeichen Panik weiter der Königin entgegen. Der Mann, der sie anführte, war in prächtige Roben gehüllt. Er strahlte Stolz aus ... und einen Geruch nach Moschus.
202111_name;Traheaern var Vdyffir
202111_tooltip;<keyword=deploy>Einsatz</keyword>: Sieh dir die oberste(n) {MaxTargets} Karte(n) im gegnerischen Deck an und verschiebe 1 auf den gegnerischen Friedhof.
202112_fluff;Ich habe Eurem Gatten zehn Jahre lang gedient und Euch weitere acht. In all der Zeit habe ich nie für eine bessere Sache gekämpft.
202112_name;Reynard Odo
202112_tooltip;Wann immer eine verbündete Einheit mit <keyword=charge>Ladungen</keyword> ausgespielt wird, gib ihr 1 <keyword=charge>Ladung</keyword>.
202113_fluff;Ausnahmen führen zu Blutvergießen. Alle Scoia'tael müssen sterben. Sollen die Götter die Spreu vom Weizen trennen.
202113_name;Schwarze Rayla
202113_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit Schaden in Höhe der Anzahl verbündeter Menschen zu.
202114_fluff;Was war zuerst da, das Huhn oder das Ei? Verglichen mit dem Rätsel um den Phönix ist diese Frage geradezu trivial.
202114_name;Phönix-Küken
202114_tooltip;<keyword=doomed>Verdammt</keyword>, <keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Verwandle diese Einheit in einen Phönix.
202115_fluff;Der König schickte einmal einen Gesandten nach Eldain … gegen meinen Rat. Wir fanden ihn am nächsten Tag mit ausgerissenen Augen und dem Schaft seiner weißen Flagge im Hals.
202115_name;Eldain
202116_fluff;Wir sind im Krieg, da bemühen und entscheiden die Regenten nicht, sondern packen Schwert und Schild, um ihre Untertanen zu verteidigen.
202116_name;Königin Meve
202117_fluff;An den Wänden befanden sich Fresken, die Angrens Sümpfe und die Bestien darin darstellten. Zwei Worte standen über dem größten Monster geschrieben: Gvaern Ichaer – die Blutige Herrin.
202117_name;Gernichora
202118_fluff;In meiner zivilisierten Heimat befehligt ein General seine Streitmacht. Er hetzt und beißt nicht um sich wie ein Jagdhund.
202118_name;Ardal aep Dahy
202119_fluff;Wir töten. Nilfgaarder, Lyrier ... das ist uns ganz gleich. Wir waschen unsere Schande mit jedem Blut ab.
202119_name;Arnjolf Vatermörder
202121_fluff;Heul, heuul, heuuuul!
202121_name;Streuner von Spalla
202121_tooltip;<keyword=deploy>Einsatz</keyword>: Verschiebe eine Einheit in ihre andere Reihe.
202122_fluff;Ich kannte mal ein junges Pärchen – wurde direkt nach der Hochzeit getrennt. Dank einer Bombe in der Kutsche.
202122_name;Bombenträger
202122_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre ein gegnerisches Artefakt.
202124_fluff;Eine Kreuzung aus Krabbe, Spinne ... und einem Berg.
202124_name;Krabbspinnenungetüm
202124_tooltip;Keine Fähigkeit.
202125_fluff;Hässlich. So sagt die Natur: "Bleib bloß weg!".
202125_name;Krabbspinnendrohne
202125_tooltip;Keine Fähigkeit.
202126_fluff;Was ist im Wagen? Und was schert es mich?
202126_name;Söldnerwache
202126_tooltip;Keine Fähigkeit.
202127_fluff;Links, zwo, drei, vier ... können wir da nicht manchmal abwechseln?
202127_name;Desertierter Infanterist
202127_tooltip;Keine Fähigkeit.
202128_fluff;Verdammte Bogensehne! Ich habe schon Blasen!
202128_name;Desertierter Bogenschütze
202128_tooltip;Keine Fähigkeit.
202129_fluff;Man benutzt das spitze Ende bei ihnen.
202129_name;Speer
202129_tooltip;Keine Fähigkeit.
202130_fluff;Als Symbol des Frühlings und der Erneuerung ist die Schwalbe als Namensgeber die perfekte Wahl. Dieser Trank beschleunigt Wundverschluss und -heilung.
202130_name;Schwalbe
202130_tooltip;Verbessere eine Einheit um {Boost}.
202131_fluff;Man benutzt das spitze Ende bei ihnen.
202131_name;Speer
202131_tooltip;<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.
202132_fluff;Das Fingerschnippen eines Hexers kann eine Lampe entzünden ... oder einen Feind einäschern.
202132_name;Geralt: Igni
202132_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre die stärkste(n) gegnerische(n) Einheit(en).
202133_fluff;Ich helfe immer, wenn ich kann. Wenn ich tot bin, kann ich allerdings nicht.
202133_name;Rittersporn: Gratulant
202133_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Verbessere alle verbündeten Einheiten um {Power}.
202134_fluff;Ihre Kinder haben ihre Schönheit geerbt.
202134_name;Schwarmkönigin
202134_tooltip;Füge {MaxTargets} gegnerischen Einheit(en) {Damage} Schaden zu.
202135_fluff;Elfen können ausgezeichnet sehen und noch besser zielen. Hier, lass es mich demonstrieren.
202135_name;Scoia'tael-Schütze
202135_tooltip;Keine Fähigkeit.
202136_fluff;Willst du sagen, die Elfin hätte mitten im Gefecht getanzt? Hast du etwa den Verstand verloren, Gefreiter?
202136_name;Elfen-Kriegstänzerin
202136_tooltip;Keine Fähigkeit.
202137_fluff;Dieser Wald ist unsere Heimat - und dein Grab.
202137_name;Kommando-Anführer
202137_tooltip;<keyword=order>Befehl</keyword>: Verbessere eine Einheit um {Boost}.
202138_fluff;Die Natur hat bisweilen eine etwas seltsame Auffassung von "jugendlicher Schönheit".
202138_name;Krabbspinnenjunges
202138_tooltip;Keine Fähigkeit.
202139_fluff;Der Elf gehört mir. Mir, sag ich!
202139_name;Karawanenanführer
202139_tooltip;Füge einer Einheit und den ihr benachbarten Einheiten {Damage} Schaden zu.
202140_fluff;Denkt dran, Kadetten! Wer zuerst zieht, ist im Vorteil über seinen Feind!
202140_name;Taktischer Vorteil
202140_tooltip;<keyword=immune>Immun</keyword>.\n<keyword=order>Befehl</keyword>: Verbessere eine Einheit um {Boost} und <keyword=banish>verbanne</keyword> dann diese Einheit.\nWird diese Karte vom Schlachtfeld woandershin verschoben, <keyword=banish>verbanne</keyword> sie.
202141_fluff;INVISIBLE, IGNORE
202141_name;INVISIBLE, IGNORE
202142_fluff;Vorsicht, Leute, unter der Brücke sind Nekker.
202142_name;Nekkerkrieger
202142_tooltip;Keine Fähigkeit.
202143_fluff;Ghule, ein Teil des Lebenskreises? Dann ist das ein Teufelskreis.
202143_name;Ghul
202143_tooltip;Keine Fähigkeit.
202144_fluff;Nebel kommt leise angekrochen. Neblinge kriechen über die Leichen ihrer Opfer.
202144_name;Nebling
202144_tooltip;Keine Fähigkeit.
202145_fluff;In den Herzen der Menschen wohnen viele Urängste. Die Angst vor dem Nebel ist wohlbegründet ...
202145_name;Alter Nebling
202145_tooltip;Keine Fähigkeit.
202146_fluff;Ein Bies sieht ein bisschen wie ein Hirsch aus. Ein riesiger, böser Hirsch.
202146_name;Bies
202146_tooltip;Keine Fähigkeit.
202147_fluff;Dort! Zwischen den Bäumen!
202147_name;Fährtenleser
202147_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu.
202148_fluff;Mein König genießt das Leben ... in vollen Zügen. Aber das hindert ihn nicht daran, das Reich gut zu regieren.
202148_name;König Demawend III.
202148_tooltip;<keyword=order>Befehl</keyword>: Gib einer Einheit {Charge} <keyword=charge>Ladung</keyword>.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
202149_fluff;Ob es nun kriecht oder klettert, ich habe es garantiert schon gegessen. Und wenn es fliegt ... ich habe mal einen Drachen gegessen, nur weil Mehl dranklebte.
202149_name;Angoulême
202149_tooltip;<keyword=order>Befehl</keyword>: Spiele ein zufällig gewähltes Artefakt aus dem gegnerischen Deck aus.
202150_fluff;Es ist ein knappes halbes Jahrhundert her, dass ich mich zuletzt als Arzt betätigt habe. Meine Erinnerung hat unter der Zeit gelitten ... und meine Fingerfertigkeit auch.
202150_name;Vysogota von Corvo
202150_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>, <keyword=ranged>Fernkampf</keyword>: Verbessere eine Einheit um {Boost}.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nGib dieser Einheit {Charges2} <keyword=charge>Ladung</keyword>, wann immer einer der Spieler eine Karte ausspielt.
202151_fluff;Von fern sieht er aus wie ein Bär. Aus der Nähe ... nun, wie ein riesiger Bär.
202151_name;Falibor
202151_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Zerstöre eine gegnerische Einheit mit <keyword=order>Befehl</keyword>-Fähigkeit.
202152_fluff;Anna hasste ihren Gatten so sehr, dass sie zu allem bereit war, um sich von ihm zu befreien - und auch von dem Kind, das er ihr gemacht hatte.
202152_name;Anna Strenger
202152_tooltip;Wird diese Einheit bis zum Ende des Zugs verbessert, verbessere eine benachbarte Einheit um {Boost}.
202153_fluff;Ein Reiter ist nur so viel wert wie sein Ross. Und lyrische Pferde gehören zu den besten des Kontinents.
202153_name;Lyrische Kavallerie
202153_tooltip;Wann immer du eine Einheit mit <keyword=order>Befehl</keyword>-Fähigkeit ausspielst, verbessere diese Einheit um {Boost}.
202154_fluff;Steig von deinem hohen Ross und stell dich mir!
202154_name;Rivien-Pikenier
202154_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. Wird sie zerstört, füge einer anderen gegnerischen Einheit {Damage2} Schaden zu.
202155_fluff;Ich treffe auf hundert Schritt Entfernung ins Schwarze! Vielleicht zwar nicht mit dem ersten Schuss, aber ...
202155_name;Lyrische Arbaleste
202155_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nWann immer du eine Karte mit <keyword=order>Befehl</keyword>-Fähigkeit ausspielst, gib dieser Einheit {Charges2} <keyword=charge>Ladung</keyword>.
202156_fluff;Man lacht besser nicht über ihre idiotischen Hüte. Glaub mir.
202156_name;Lyrischer Landsknecht
202156_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu. Wurde Lyrischer Landsknecht verbessert, füge einer Einheit stattdessen {Damage2} Schaden zu.
202157_fluff;Klar kann ich dich zusammenflicken. Das kostet aber.
202157_name;Havka-Heiler
202157_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Verbessere eine verbündete Einheit um {Boost}.\n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: <keyword=heal>Heile</keyword> einen Verbündeten.
202158_fluff;Elfen, Zwerge - einerlei, solange die Kasse stimmt.
202158_name;Havka-Unterstützer
202158_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit um {Boost}.
202159_fluff;Der Kampf ist ein Tanz, in dem man seinem Gegner nie erlauben darf zu führen.
202159_name;Elfenfechtmeisterin
202159_tooltip;<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown2}.\nWird sie zerstört, verringere die <keyword=cooldown>Abklingzeit</keyword> um {Cooldown1}.
202160_fluff;Riecht man, lange bevor man sie zu Gesicht bekommt.
202160_name;Moderhaut
202160_tooltip;Keine Fähigkeit.
202161_fluff;Sie ernähren unser Volk und töten unsere Feinde.
202161_name;Lyrischer Sensenkämpe
202161_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere diese Einheit für jede verbesserte verbündete Einheit um {Boost}.
202162_fluff;Der Elf gehört mir, ob tot oder lebendig. Merk dir das!
202162_name;Karawanenanführer
202162_tooltip;Keine Fähigkeit.
202163_fluff;Elfenklingen sind leicht, schlagen aber tiefe Wunden.
202163_name;Elfenklinge
202163_tooltip;Füge einer Einheit, die kein Elf ist, {Damage} Schaden zu.
202164_fluff;Nein, wir werden nicht überrumpelt. Nicht während meiner Wache.
202164_name;Elfenwachposten
202164_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit Schaden in Höhe der Anzahl der Reihen zu, die diese beiden Einheiten trennen.
202165_fluff;Mann oder Reh, das ist doch dasselbe - einfach zwischen die Schultern zielen.
202165_name;Elfenjäger
202165_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. Überlebt sie, verbessere diese Einheit um {Boost}.
202166_fluff;Ist heute dein Glückstag? Na, ist er's, Dh'oine?!
202166_name;Elfenraufbold
202166_tooltip;Keine Fähigkeit.
202167_fluff;Die meisten gingen aus Furcht. Ich ging aus Langeweile.
202167_name;Desertierter Sadist
202167_tooltip;Keine Fähigkeit.
202168_fluff;Warum sollte man danach streben, Eisen in Gold zu verwandeln, wenn es auch einfach mit dem verdienen kann, was man bereits weiß?
202168_name;Zauberinnensöldner
202168_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine Einheit um {Boost}.
202169_fluff;Knochen, Schwüre ... ich bin gut darin, sie zu brechen.
202169_name;Meistersöldner
202169_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Verbessere diese Einheit um {Boost}.
202170_fluff;Endlich kann ich spielen, was ich will und so laut ich will!
202170_name;Trommler
202170_tooltip;Verbessere alle 5 Züge zu Beginn des Zugs benachbarte Einheiten um {Boost}.
202171_fluff;Wer es führt, wird im Kampf obsiegen. Und dann verraten sein Ende finden.
202171_name;Verfluchtes Schwert
