1_name_lt;氷霜
201698_fluff;屍鬼の中には、生きた人間の肉の味に酔いしれるあまり、死体を貪るだけでは満足できなくなったものがいる
201698_name;オズレル
201698_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍墓地にあるユニット1体を<keyword=consume>捕食</keyword>する。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍墓地にあるユニット1体を<keyword=consume>捕食</keyword>する。
201699_fluff;来るものは拒まず？ そんなわけがなかろう
201699_name;ニルフガードの門
201699_tooltip;postponed
201700_fluff;この橋かい？ 昔、トロールがこしらえたんだよ。通行料を巻き上げようとしたんだ。でもこの辺りに立ち寄る旅人は少なくてさ。やがてトロールはいなくなったんだが、橋は残ったってわけだ
201700_name;橋トロール
201700_tooltip;<keyword=deathwish>遺言</keyword>：自軍最高戦力値ユニット1体に{Boost}ブーストを与える。
201701_fluff;丸みを帯びた岩のように見えたそれは、次の瞬間、恐ろしい眼で彼を見つめていた
201701_name;バルベガジ
201701_tooltip;<keyword=order>命令</keyword>：自軍ユニット1体を<keyword=consume>捕食</keyword>する。（<keyword=charge>チャージ</keyword>：{Charges}）
201704_fluff;斥候が戻らなければ、引き返そう。この辺りの森はリスだらけだと聞く。もちろん、木の実を拾う小動物のことじゃないぞ
201704_name;斥候
201704_tooltip;<keyword=deploy>配備</keyword>：何れかの自陣列から列効果を取り除く。
201709_fluff;「刃には何と？ 呪いの言葉か？」『どちらかと言うと、侮辱だな』
201709_name;均一化
201709_tooltip;奇数戦力値を持つ全ての敵軍ユニットに{Damage}ずつダメージを与える。
201710_fluff;「刃には何と？ 呪いの言葉か？」『どちらかと言うと、侮辱だな』
201710_name;分断
201710_tooltip;偶数戦力値を持つ全ての敵軍ユニットに{Damage}ずつダメージを与える。
201725_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201725_name;ショープ：魔術師
201725_tooltip;ショープをバン・アルド男子魔法学校へ送り出す。
201726_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201726_name;ショープ：魔術師
201726_tooltip;<keyword=deploy>配備</keyword>：両軍手札の右端にあるカード1枚を、それぞれ無作為に選んだスペシャルカードに変身させる。
201727_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201727_name;ショープ：魔術師
201727_tooltip;<keyword=deploy>配備</keyword>：ユニット1体を無作為に選んで反対列に移動させる。
201728_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201728_name;ショープ：魔術師
201728_tooltip;<keyword=deploy>配備</keyword>：全ての列に列効果1つを無作為に選んで発生させる。
201729_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201729_name;ショープ：魔術師
201729_tooltip;<keyword=deploy>配備</keyword>：戦場にある自身を除く全てのユニットに{Damage}ダメージを無作為に分け与える。
201730_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201730_name;ショープ：魔術師
201730_tooltip;<keyword=deploy>配備</keyword>：無作為に選んだユニット1体を<keyword=spawn>生成</keyword>して無作為に選んだ列（両陣側）に<keyword=summon>召喚</keyword>する。
201731_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201731_name;ショープ：狩人
201731_tooltip;ショープをドル・ブラサンナの森へ送り出す。
201732_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201732_name;ショープ：狩人
201732_tooltip;<keyword=deploy>配備</keyword>：自軍デッキにあるカード1枚を無作為に選んでプレイする。
201733_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201733_name;ショープ：狩人
201733_tooltip;<keyword=deploy>配備</keyword>：全ての敵軍ユニットに{Damage2}ダメージを無作為に分け与える。
201734_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201734_name;ショープ：狩人
201734_tooltip;<keyword=deploy>配備</keyword>：自軍手札にある全てのユニットに{Boost}～{Boost2}ブーストを与える。
201735_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201735_name;ショープ：狩人
201735_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体を無作為に選んで破壊する。
201736_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201736_name;ショープ：狩人
201736_tooltip;<keyword=deploy>配備</keyword>：何れかの敵陣列に列効果1つを無作為に選んで発生させる。
201737_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201737_name;ショープ：騎士
201737_tooltip;ショープを帝立士官学校へ送り出す。
201738_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201738_name;ショープ：騎士
201738_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage3}ダメージを与える。
201739_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201739_name;ショープ：騎士
201739_tooltip;<keyword=deploy>配備</keyword>：ユニット1体に<keyword=lock>封印</keyword>を与える。
201740_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201740_name;ショープ：騎士
201740_tooltip;<keyword=deploy>配備</keyword>：<keyword=resilient>継戦</keyword>を得る。
201741_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201741_name;ショープ：騎士
201741_tooltip;<keyword=deploy>配備</keyword>：敵軍アーティファクト1個を破壊する。
201742_fluff;仲間のトロールからはおかしな奴だと思われている。岩よりもカラフルな紙切れが好きなトロールは彼くらいしかいないのだから、当然だ
201742_name;ショープ：騎士
201742_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に{Boost4}ブーストを与える。
201743_fluff;女王の美しさは、子供たちに脈々と受け継がれている
201743_name;アラキス・クイーン
201743_tooltip;あなたのターン中に自軍ユニットが破壊されるたび、《アラキス・ドローン》1体を<keyword=spawn>生成</keyword>して無作為に選んだ自陣列に<keyword=summon>召喚</keyword>する。
201744_fluff;大陸の風にのって飛び回り、あちこちで狂気と穢れをまき散らす
201744_name;胞子
201744_tooltip;ユニット1体をベース戦力値に戻す。
201748_fluff;フォルテスト王の言にもあるように、大きさはさほど重要ではない。仕事をこなせるか、それが全てなのだ
201748_name;フォルテスト・プライド
201748_tooltip;<keyword=order>命令</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体と、それと同じ戦力値を持つ他の全ての敵軍ユニットに{Damage}ずつダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）
201749_fluff;いい香りだろ？ これが幸せの匂いってやつさ
201749_name;黄金の泡
201749_tooltip;何れかの列にある全てのユニットに{Boost}ずつブーストを与える。
201753_fluff;村の治安は、私たち民兵団が守る
201753_name;民兵団
201753_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に{Boost}ブーストを与える。
201772_fluff;昔とある仕事を引き受けた。報酬を選ぶとき、俺は〈偶然の原則〉を行使したんだ
201772_name;ゲラルト：プロフェッショナル
201772_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。その戦力値が{Power}の倍数であった場合、代わりに破壊する。
201773_fluff;縛り付けるだけでは不十分だ。さるぐつわも意味がない。ディメリティウムを持って来い
201773_name;トリス：念術師
201773_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：両プレイヤーの使用デッキに組み込まれているブロンズスペシャルカード1枚を<keyword=create>入手</keyword>してプレイする。
201774_fluff;ダンディリオンから聞くところによると、君は戦いの前に必ず彼の歌を聞くんだろ？ それに、彼はリュートの音色でカイランを手懐けられるとか
201774_name;ダンディリオン：虚像
201774_tooltip;<keyword=deploy>配備</keyword>：敵軍「野獣」ユニット1体を破壊する。
201776_fluff;ペンは剣よりも強し、ってね
201776_name;ダンディリオン：詩人
201776_tooltip;<keyword=deploy>配備</keyword>：カード1枚を引いた後、カード1枚をプレイする。
201777_fluff;俺たちは怖れを知らぬ。だが、ヴァーノン・ロッシュ… あのデュオインにだけは気を付けろ
201777_name;ロッシュ：冷血漢
201777_tooltip;<keyword=order>命令</keyword>：《ロッシュ：冷血漢》の<keyword=charge>チャージ</keyword>量以下の戦力値を持つ敵軍ユニット1体を<keyword=seize>強奪</keyword>した後、全ての<keyword=charge>チャージ</keyword>を取り除く。（<keyword=charge>チャージ</keyword>：{Charges}）\n毎ターン開始時、{Charges2}<keyword=charge>チャージ</keyword>を得る。
201778_fluff;全ての部族を束ねないと。戦争は避けたいけど、ニルフガードが攻めてくるなら、迎え撃たなければ
201778_name;セリス：大胆不敵
201778_tooltip;postponed
201779_fluff;ブロキロンなしに私たちは生きられない。だから、力尽きるまで守ってみせる
201779_name;森の呼び声
201779_tooltip;自軍ユニット1体を自軍デッキの無作為な場所に戻した後、自軍デッキにあるそのユニットと第1カテゴリを共有するユニット1体をプレイして{Boost}ブーストを与える。
201780_fluff;ええ、私は未来を見た。でもあなたはいなかった
201780_name;イェネファー：占事
201780_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍デッキにあるユニット1体を無作為に選んで<keyword=reveal>公開</keyword>し、その戦力値に等しいブーストを自軍ユニット1体に与える。
201781_fluff;貴様が来ることは、妖婆たちから聞いている。水面を通して見たとな
201781_name;イムレリス
201781_tooltip;<keyword=order>命令</keyword>：最高戦力値ユニットが自陣側にある場合、ユニット1体に{Damage}ダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
201817_fluff;「そんな、嘘でしょ…」シリは思わず言葉に詰まった。「この世界では、ユニコーンは絶滅したはずなのに」
201817_name;イフアラクアックス
201817_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：両プレイヤーはそれぞれデッキにある最高構築コストユニット1体を近接列に<keyword=summon>召喚</keyword>する。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：両プレイヤーはそれぞれデッキにある最低構築コストユニット1体を間接列に<keyword=summon>召喚</keyword>する。
202044_fluff;害虫どもの監視を怠るな。鞭の使用も許可する！
202044_name;ギンピー・ガーウィン
202044_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体とその同名ユニット全てに{Damage}ずつダメージを与える。
202054_fluff;粉チーズをかけるのが一般的。お好みで眼球を添え、温かいまま召し上がれ
202054_name;エルフ＆オニオンスープ
202054_tooltip;同じ枠色を持つ自軍ユニット{Maxtargets}体を破壊した後、その枠色のユニット1体を<keyword=create>入手</keyword>してプレイする。
202064_fluff;俺は感情には欠けてるかもしれんが、理性までは失っちゃいない
202064_name;ベルハーヴェンのイヴォ
202064_tooltip;<keyword=order>命令</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\nあなたが「ウィッチャー」ユニットをプレイするたび、{Charge}<keyword=charge>チャージ</keyword>を得る。
202093_fluff;ダンディリオン、お前は皮肉屋で、好色で、嘘つきで、俺の最高の友人だ
202093_name;ダンディリオン：征服者
202093_tooltip;アビリティを有していない。
202094_fluff;その荷馬車に一歩でも近づいたら、目玉をぶち抜くぞ！
202094_name;隊商の護衛
202094_tooltip;アビリティを有していない。
202095_fluff;道はこちらであっているはずなんですがね‥
202095_name;隊商の案内人
202095_tooltip;アビリティを有していない。
202096_fluff;他に世界を救う方法がないなら、救わない方がまだマシだ
202096_name;リヴィアのゲラルト
202096_tooltip;アビリティを有していない。
202097_fluff;その凶暴性を脇に置いておけば、見た目は可愛いと言えなくもない
202097_name;ネッカー
202097_tooltip;アビリティを有していない。
202098_fluff;聖書によると、この世界は神々が与えたもうた庭だと言う。しかし我らはその事実に目を向けるのを怠っているのでござる！
202098_name;デネルのアイク
202098_tooltip;<keyword=deploy>配備</keyword>：自軍手札に「ドラゴン」ユニットがある場合、<keyword=zeal>勇躍</keyword>を得る。\n<keyword=order>命令</keyword>：戦力値{Power}以上のユニット1体を破壊する。
202099_fluff;貴様がスパラ野良犬団の頭領か？ 野良犬公だな？
202099_name;ガスコン
202099_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：無作為に{Power}～{Power2}ブーストを得る。
202100_fluff;あの坊やに国を治める器はない。分別、胆力、その両方に欠ける。だが当の本人は、その事実に気づいておらん
202100_name;ヴィレム王子
202100_tooltip;【<keyword=spying>密偵</keyword>】\n<keyword=deploy>配備</keyword>：自軍デッキにあるゴールドカード1枚を無作為に選んでプレイする。
202101_fluff;恐れながら陛下… 下々の者どもを御自ら尋問なさるなど、王家の品格が…
202101_name;カールドウェル伯爵
202101_tooltip;毎ターン終了時、敵陣自陣を問わず最高戦力値ユニットがある列に移動する。
202102_fluff;あんたんとこの技師、顔はいまいちだが、仕事の腕はぴか一だな、間違いねえ
202102_name;ザヴィエル・レメンス
202102_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍墓地にある全てのカードを<keyword=banish>消滅</keyword>させる。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍墓地にある全てのカードを<keyword=banish>消滅</keyword>させる。
202103_fluff;あの野郎がここにやってきたとき、フェレンク家は一世紀近くも戦った。だがやがて、どこにも行くつもりがないってことに気づいたんだ。ドラゴンも戦いに飽き始めてたから、取引することになった。手を出さない代わりに、貢物をするってな
202103_name;ケルトゥリス
202103_tooltip;<keyword=melee>近接</keyword>：毎ターン終了時、より多くのユニットを所持している側の陣にある最低戦力値ユニット1体を破壊する。
202104_fluff;「私は何を生み出してしまったんだ？」魔術師は叫び、自身が作り出したものに怖れ慄いた
202104_name;フライテナー：覚醒
202104_tooltip;【<keyword=immune>耐性</keyword>】
202105_fluff;突然、沼地の水面が爆発し、水しぶきがあがった。蟷螂のそれに似た一対の前肢が濁った水面から姿を現したのだ。緑色の巨大な鉤爪が不幸な兵士の一人に狙いを定め、水中へと引きずり込んだ
202105_name;グラスティーウォルプ
202105_tooltip;<keyword=deploy>配備</keyword>：戦力値{Power}を持つ全てのユニットを破壊する。破壊されたユニット1体につき、{Boost}ブーストを得る。
202106_fluff;ブルーヴァー・ホーグは、居間でラバを飼おうとした罪でガボールをマハカムから追放しようとした。長い話だ
202106_name;ガボール・ジグリン
202106_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：<keyword=resilient>継戦</keyword>を得る。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：<keyword=immune>耐性</keyword>を得る。\nあなたが「ドワーフ」ユニットをプレイするたび、{Boost}ブーストを得る。
202107_fluff;こいつは子供騙しのおもちゃが満載の荷車を引いてやってきた。家を回ってはガラクタを褒め称え、法外な値段で売り付けやがるんだ！
202107_name;バーナバス・ベッケンバウアー
202107_tooltip;<keyword=deploy>配備</keyword>：自軍「エルフ」「ドワーフ」「ドリアード」ユニット各1体に{Boost}ずつブーストを与える。
202108_fluff;二度と魔法で他人を傷つけはしないと誓ったのです
202108_name;ハッゲのイスベル
202108_tooltip;<keyword=order>命令</keyword>｜<keyword=ranged>間接</keyword>：両軍デッキの一番上にある各カードを見る。1枚を自軍手札に加え、もう1枚を敵軍手札に加える。
202109_fluff;この所、海岸沿いは綺麗なもんでね。お宝のためにヤルーガ河を上ってきたわけさ
202109_name;リッピー・ガドムンド
202109_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍墓地と自軍デッキを入れ替える。
202110_fluff;盾なんてのは、青二才向けのおもちゃだよ
202110_name;双剣のダグル
202110_tooltip;<keyword=melee>近接</keyword>：敵軍ユニットがダメージを負うたび、{Boost}ブーストを得る。
202111_fluff;ニルフガード軍の一団は、一直線に女王のいる方向へと馬を進めた。その一団を率いる男は高級な衣服を身にまとい、じゃ香の匂いと傲慢さを辺りに振り撒いていた
202111_name;トラヒャルン・ヴァル・ヴディフィ
202111_tooltip;<keyword=deploy>配備</keyword>：敵軍デッキの一番上からカード{MaxTargets}枚を見て、1枚を敵軍墓地に移動させる。
202112_fluff;私は亡き国王陛下に10年間お仕えし、さらにメーヴ様にお仕えして8年になります。それでも、今ほど素晴らしい大義のために戦った記憶はございません
202112_name;レイナード・オド
202112_tooltip;<keyword=charge>チャージ</keyword>アビリティを持つ自軍ユニットがプレイされるたび、それに1<keyword=charge>チャージ</keyword>を与える。
202113_fluff;我々が手を緩めれば、さらに多くの血が流れるのです。スコイア＝テルは根絶やしにするしかありません。罪なき者は、神々が救うでしょう
202113_name;黒のレイラ
202113_tooltip;<keyword=deploy>配備</keyword>：自軍「人間」ユニット数に等しいダメージを敵軍ユニット1体に与える。
202114_fluff;鶏が先か、卵が先かって話があるだろ？ 不死鳥の生誕にまつわる謎と比べたら、取るに足らない問題だよ
202114_name;不死鳥の幼生
202114_tooltip;【<keyword=doomed>破滅</keyword>】【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>：《不死鳥》に変身する。
202115_fluff;私は反対したのですが、かつて、我が君がエルデインに使者を送られたことがありました… 翌日には両目をくり抜かれ、白旗を喉に詰められた死体が戻って来たのです
202115_name;エルデイン
202116_fluff;いくさで君主がやるべきは、最善を尽くすことではない。剣と盾を持ち、民を守るために先陣を切らねばならぬ
202116_name;メーヴ女王
202117_fluff;地下墓地の壁画には、アングレンの沼地と、そこに巣食う怪物の絵が描かれていた。その中でも特に巨大な化け物の絵に、“グヴェルン・イチェル”という言葉が刻み込まれている
202117_name;ゲルニコラ
202118_fluff;文明的な我が国においては、軍を指揮するのが将軍の仕事だ。先頭で狂犬のように暴れ回るのはその役目ではない
202118_name;アーダル・エプ・デヒー
202119_fluff;俺たちはただ誰かを殺すためにここにいる！ 相手がニルフガード人だろうがライリア人だろうが関係ねえ。血を求めるのよ。俺たちの汚名を濯ぐためにな
202119_name;親殺しのアーンヨルフ
202121_fluff;ワン、ワン、ワオーーーン！
202121_name;スパラ野良犬団
202121_tooltip;<keyword=deploy>配備</keyword>：ユニット1体を他列に移動させる。
202122_fluff;若い夫婦が契りを結んだ直後に別れたらしい。馬車でいったいどんな“爆弾”発言をしたのやら
202122_name;爆弾担ぎ
202122_tooltip;<keyword=deploy>配備</keyword>：敵軍アーティファクト1個を破壊する。
202124_fluff;言うなれば、蟹と蜘蛛… それに山を掛け合わせたような怪物だ
202124_name;アラキス・ベヒモス
202124_tooltip;アビリティを有していない。
202125_fluff;その姿は非常に醜い。自然による「近づくな」という意思表示といえよう
202125_name;アラキス・ドローン
202125_tooltip;アビリティを有していない。
202126_fluff;荷馬車の中身？ そんなもの知るか
202126_name;雇われの護衛
202126_tooltip;アビリティを有していない。
202127_fluff;左、右、左、右… ときどきごっちゃにならないか？
202127_name;脱走した歩兵
202127_tooltip;アビリティを有していない。
202128_fluff;もう弓を使うのはまっぴらだ。手が水膨れだらけだよ！
202128_name;脱走した射手
202128_tooltip;アビリティを有していない。
202129_fluff;尖っているほうで突け
202129_name;槍
202129_tooltip;アビリティを有していない。
202130_fluff;春と再生の象徴である春ツバメの名を冠したこの霊薬には、傷の治癒を速める効果がある
202130_name;春ツバメ
202130_tooltip;ユニット1体に{Boost}ブーストを与える。
202131_fluff;尖っているほうで突け
202131_name;槍
202131_tooltip;<keyword=order>命令</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。
202132_fluff;ウィッチャーは指を交差させるだけで明かりを灯せる。ろうそくではなく、敵を焼き払うことも可能だ
202132_name;ゲラルト：イグニ
202132_tooltip;<keyword=deploy>配備</keyword>：全ての敵軍最高戦力値ユニットを破壊する。
202133_fluff;いつだって力になりたいけど、死んだら元も子もないだろ
202133_name;ダンディリオン：傍観者
202133_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>：全ての自軍ユニットに{Power}ずつブーストを与える。
202134_fluff;女王の美しさは、子供たちに脈々と受け継がれている
202134_name;群れの女王
202134_tooltip;敵軍ユニット{MaxTargets}体に{Damage}ずつダメージを与える。
202135_fluff;エルフは人間を遥かに凌ぐ視力と聴力を有している。何なら試してみるか
202135_name;スコイア＝テルの射手
202135_tooltip;アビリティを有していない。
202136_fluff;戦場を女エルフが踊りながら駆け抜けていっただと？ 夢でも見たのかね、分隊長
202136_name;エルフの舞闘士
202136_tooltip;アビリティを有していない。
202137_fluff;この森は我々の故郷であり、貴様の墓場だ
202137_name;ゲリラ兵の指揮官
202137_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Boost}ブーストを与える。
202138_fluff;“美”と“若さ”は同義語であるとよく言われるが、自然界には当てはまらないようだ
202138_name;アラキスの幼生
202138_tooltip;アビリティを有していない。
202139_fluff;このエルフは俺のものだからな！
202139_name;隊商の統率者
202139_tooltip;ユニット1体と、その両隣のユニットに{Damage}ずつダメージを与える。
202140_fluff;いいか、覚えておけ！ 戦場では先に剣を抜いたほうが、常に優位に立てる！
202140_name;戦術的優位
202140_tooltip;【<keyword=immune>耐性</keyword>】\n<keyword=order>命令</keyword>：自軍ユニット1体に{Boost}ブーストを与えた後、自身を<keyword=banish>消滅</keyword>させる。\n戦場から離れると、自身を<keyword=banish>消滅</keyword>させる。
202141_fluff;INVISIBLE, IGNORE
202141_name;INVISIBLE, IGNORE
202142_fluff;皆の衆、気を付けたまえ。この橋の下はネッカーの巣だぞ
202142_name;ネッカー・ウォリアー
202142_tooltip;アビリティを有していない。
202143_fluff;もしグールが〈生命の環〉の一部ならば… 神は残酷だ
202143_name;グール
202143_tooltip;アビリティを有していない。
202144_fluff;霧は子猫のようにそっと近づく。フォグレットは殺した獲物の屍をまたいで近づく
202144_name;フォグレット
202144_tooltip;アビリティを有していない。
202145_fluff;人々は潜在的に多くのものを恐れる。霧はその代表例と言えるだろう
202145_name;エンシェント・フォグレット
202145_tooltip;アビリティを有していない。
202146_fluff;フィーンドは鹿に似ている。巨大で邪悪な鹿だ
202146_name;フィーンド
202146_tooltip;アビリティを有していない。
202147_fluff;そこだ！ 木々の間に！
202147_name;追跡者
202147_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。
202148_fluff;我が君は人生の喜び… 享楽を謳歌なさっていました。ただし、たとえ遊びに没頭しても、国を統治する手腕は遺憾なく発揮されていましたよ
202148_name;デマヴェンド三世
202148_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Charge}<keyword=charge>チャージ</keyword>を与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
202149_fluff;地面にいるやつなら何でも食ったことがある。飛んでるやつは… 小麦粉まみれの凧くらいかな
202149_name;アングレーム
202149_tooltip;<keyword=order>命令</keyword>：敵軍デッキにあるアーティファクト1個を無作為に選んでプレイする。
202150_fluff;薬学に励んではや半世紀… 物覚えは悪くなる一方であるし、手先の動きも衰えたものだ
202150_name;コルヴォのヴィソゴタ
202150_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>｜<keyword=ranged>間接</keyword>：ユニット1体に{Boost}ブーストを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\n何れかのプレイヤーがカードをプレイするたび、{Charges2}<keyword=charge>チャージ</keyword>を得る。
202151_fluff;遠目ではまるで熊のように見える男だ。近寄ると… まあ、でかい熊だな
202151_name;ファリバー
202151_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：<keyword=order>命令</keyword>アビリティを持つ敵軍ユニット1体を破壊する。
202152_fluff;アンナは男爵をひどく嫌っていた。彼と、彼がアンナの中に宿した子供から解放されるためなら、悪魔に魂を売ることさえ厭わなかったのだ
202152_name;アンナ・ストレンガー
202152_tooltip;ターン終了時にブーストを得ている場合、両隣の自軍ユニットに{Boost}ずつブーストを与える。
202153_fluff;騎乗兵は馬そのものと同じくらい大切だ。そしてライリアの軍馬は大陸一と名高い
202153_name;ライリア軍の騎兵
202153_tooltip;あなたが<keyword=order>命令</keyword>アビリティを持つユニットをプレイするたび、{Boost}ブーストを得る。
202154_fluff;歩兵なら歩兵らしく勝負してやる！
202154_name;リヴィア軍の長槍兵
202154_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。それが破壊された場合、別の敵軍ユニット1体に{Damage2}ダメージを与える。
202155_fluff;百歩先から急所を狙い撃てるんだぜ！ 一発で命中させるのはさすがに難しいが…
202155_name;ライリア軍の弩弓兵
202155_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\nあなたが<keyword=order>命令</keyword>アビリティを持つカードをプレイするたび、{Charges2}<keyword=charge>チャージ</keyword>を得る。
202156_fluff;彼らの間抜けな帽子を笑わない方がいい。本気だぞ
202156_name;ライリア軍の傭兵
202156_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。《ライリア軍の傭兵》がブーストを得ている場合、代わりに{Damage2}ダメージを与える。
202157_fluff;ええ、手当てをしてあげましょう。値は張るけどね
202157_name;ハヴカーの癒し手
202157_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：自軍ユニット1体に{Boost}ブーストを与える。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍ユニット1体を<keyword=heal>回復</keyword>させる。
202158_fluff;金を持ってる限り、エルフだろうが、ドワーフだろうが差別はしない
202158_name;ハヴカーの支援
202158_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に{Boost}ブーストを与える。
202159_fluff;戦いと踊りは似ている。相手にリードされては、絶対に勝てない
202159_name;エルフの剣士
202159_tooltip;<keyword=order>命令</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。それが破壊された場合、<keyword=cooldown>クールダウン</keyword>を{Cooldown1}減らす。（<keyword=cooldown>クールダウン</keyword>：{Cooldown2}）
202160_fluff;どこに潜んでいたとしても、その居場所は臭いでわかる
202160_name;ロットフィーンド
202160_tooltip;アビリティを有していない。
202161_fluff;我らが民は、田畑を耕すだけがとりえではない
202161_name;ライリア軍の鎌使い
202161_tooltip;<keyword=deploy>配備</keyword>：ブーストを得ている自軍ユニット1体につき、{Boost}ブーストを得る。
202162_fluff;生死は問わん。このエルフは俺のものだ
202162_name;隊商の統率者
202162_tooltip;アビリティを有していない。
202163_fluff;エルフの剣は軽くて扱いやすいだけでなく、抜群の切れ味を持つ
202163_name;エルフの刃
202163_tooltip;「エルフ」でないユニット1体に{Damage}ダメージを与える。
202164_fluff;我らが奇襲を受けることはない。私が監視についている限りはな
202164_name;エルフの歩哨
202164_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に、このユニットとの間にある列数に等しいダメージを与える。
202165_fluff;人間狩りと鹿狩りは大差ない。肩の間を狙うだけのこと
202165_name;エルフの狩人
202165_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。それが生き延びた場合、{Boost}ブーストを得る。
202166_fluff;俺と会えて嬉しいかい？ ああ、そうだろう、デュオイン
