1_name_lt;Escarcha heladora
201704_name;Explorador
201704_tooltip;<keyword=deploy>Despliegue</keyword>: elimina un efecto de fila de una fila aliada.
201709_fluff;«¿Qué hay escrito en esta espada? ¿Una maldición?». «No, un insulto».
201709_name;Igualar
201709_tooltip;Inflige {Damage} de daño a todos los enemigos con poder impar.
201710_fluff;«¿Qué hay escrito en esta espada? ¿Una maldición?». «No, un insulto».
201710_name;Perturbar
201710_tooltip;Inflige {Damage} de daño a todos los enemigos con poder par.
201725_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201725_name;Troco: Mago
201725_tooltip;Envía a Troco a la Academia Masculina de Ban Ard.
201726_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201726_name;Troco: Mago
201726_tooltip;<keyword=deploy>Despliegue</keyword>: transforma la carta más a la derecha de la mano de cada jugador en una carta especial aleatoria.
201727_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201727_name;Troco: Mago
201727_tooltip;<keyword=deploy>Despliegue</keyword>: mueve una unidad aleatoria a la fila opuesta.
201728_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201728_name;Troco: Mago
201728_tooltip;<keyword=deploy>Despliegue</keyword>: aplica un efecto de fila aleatorio a todas las filas.
201729_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201729_name;Troco: Mago
201729_tooltip;<keyword=deploy>Despliegue</keyword>: reparte {Damage} de daño de forma aleatoria entre todas las demás unidades del campo de batalla.
201730_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201730_name;Troco: Mago
201730_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> e <keyword=summon>invoca</keyword> una unidad aleatoria en una fila aleatoria de cada lado.
201731_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201731_name;Troco: Cazador
201731_tooltip;Envía a Troco a los bosques de Dol Blathanna.
201732_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201732_name;Troco: Cazador
201732_tooltip;<keyword=deploy>Despliegue</keyword>: juega una carta aleatoria de tu baraja.
201733_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201733_name;Troco: Cazador
201733_tooltip;<keyword=deploy>Despliegue</keyword>: reparte {Damage2} de daño de forma aleatoria entre todas las unidades enemigas.
201734_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201734_name;Troco: Cazador
201734_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a todas las unidades de tu mano entre {Boost} y {Boost2} de poder.
201735_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201735_name;Troco: Cazador
201735_tooltip;<keyword=deploy>Despliegue</keyword>: destruye una unidad enemiga aleatoria.
201736_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201736_name;Troco: Cazador
201736_tooltip;<keyword=deploy>Despliegue</keyword>: aplica un efecto de fila aleatorio a una fila enemiga.
201737_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201737_name;Troco: Caballero
201737_tooltip;Envía a Troco a la Academia Militar de la Corte Imperial.
201738_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201738_name;Troco: Caballero
201738_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage3} de daño a un enemigo.
201739_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201739_name;Troco: Caballero
201739_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword> una unidad.
201740_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201740_name;Troco: Caballero
201740_tooltip;<keyword=deploy>Despliegue</keyword>: obtiene <keyword=resilient>resistencia</keyword>.
201741_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201741_name;Troco: Caballero
201741_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo.
201742_fluff;Los otros trols siempre han pensado que es un poco rarito... Al fin y al cabo, ¿quién en su sano juicio preferiría unos papeluchos de colores a las piedras?
201742_name;Troco: Caballero
201742_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost4}.
201743_fluff;Sus hijos heredaron su belleza.
201743_name;Arachas reina
201743_tooltip;Cada vez que una unidad aliada es destruida durante tu turno, <keyword=spawn>genera</keyword> un Arachas zángano y lo <keyword=summon>invoca</keyword> a una fila aliada aleatoria.
201744_fluff;Transportadas por el viento a lo largo del continente... Sembrando la locura y la desgracia allá donde caen.
201744_name;Esporas
201744_tooltip;Restablece el poder base de una unidad.
201748_fluff;Como suele decir el rey Foltest, no importa el tamaño, sino que cumpla con su cometido.
201748_name;Orgullo de Foltest
201748_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo y a todos los otros enemigos con el mismo poder.\n<keyword=charge>Cargas</keyword>: {Charges}.
201749_fluff;¿Hueles eso? Es el olor de la felicidad.
201749_name;Espuma dorada
201749_tooltip;Potencia a todas las unidades de una fila en {Boost}.
201753_fluff;Somos la milicia. Mantenemos la paz.
201753_name;Milicia campesina
201753_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost}.
201772_fluff;Una vez acepté un encargo y lo cumplí. Me pidieron que eligiera la recompensa e invoqué la ley de la sorpresa.
201772_name;Geralt: Profesional
201772_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo. Si su poder era múltiplo de {Power}, lo destruye en su lugar.
201773_fluff;Las ataduras no bastarán. Tampoco una mordaza hará que sea menos peligrosa. No, la dimerita es la única solución.
201773_name;Triss: Telequinesis
201773_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=create>crea</keyword> y juega una carta especial de bronce de la baraja actual de cualquier jugador.
201774_fluff;Jaskier me contó todo sobre vuestras aventuras. Cómo te preparaba para el combate con sus canciones, cómo amansó al kayran con su laúd...
201774_name;Jaskier: Vanagloria
201774_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a una bestia enemiga.
201776_fluff;La pluma es más poderosa que la espada.
201776_name;Jaskier: Poeta
201776_tooltip;<keyword=deploy>Despliegue</keyword>: saca una carta y luego juega una carta.
201777_fluff;No tenemos miedo. Pero con ese dh'oine..., Vernon Roche, hay que andar con cuidado.
201777_name;Roche: Implacable
201777_tooltip;<keyword=order>Orden</keyword>: <keyword=seize>toma</keyword> a un enemigo cuyo poder sea menor o igual al número de <keyword=charge>cargas</keyword> de Roche: Implacable, y luego elimina todas las <keyword=charge>cargas</keyword>.\n<keyword=charge>Cargas</keyword>: {Charges}.\nCada turno, al comienzo del turno, obtiene {Charges2} <keyword=charge>carga</keyword>.
201778_fluff;Tengo que unir a los clanes. Preferiría evitar la guerra, pero si Nilfgaard ataca, debemos hacerles frente juntos.
201778_name;Cerys: Intrépida
201778_tooltip;postponed
201779_fluff;Brokilon me importa más que mi propia vida. Es una madre que cuida de sus hijas. La defenderé hasta mi último aliento.
201779_name;Llamada del bosque
201779_tooltip;Mezcla una unidad aliada en tu baraja y luego juega una unidad con la misma categoría principal de tu baraja y la potencia en {Boost}.
201780_fluff;Sí, he visto el futuro. Y tú no estás en él.
201780_name;Yennefer: Adivinación
201780_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=reveal>revela</keyword> una unidad aleatoria de tu baraja y potencia a un aliado con su poder.
201781_fluff;Las hermanas dijeron que vendrías. Te vieron llegar en la superficie del agua.
201781_name;Imlerith
201781_tooltip;<keyword=order>Orden</keyword>: si controlas a la unidad superior, inflige {Damage} de daño a una unidad.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
201817_fluff;«Lo más imposible de los imposibles», pensó Ciri, recuperando la consciencia. «¡Pero si los unicornios ya no existen sobre este mundo, si se han extinguido!».
201817_name;Ihuarraquax
201817_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: cada jugador <keyword=summon>invoca</keyword> a la unidad con mayor coste de reclutamiento de su baraja a la fila de combate cuerpo a cuerpo.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: cada jugador <keyword=summon>invoca</keyword> a la unidad con menor coste de reclutamiento de su baraja a la fila de combate a distancia.
202044_fluff;Atad en corto a esas alimañas. ¡Y no escatiméis con el látigo!
202044_name;Gerwin el Rengo
202044_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo y a todas sus copias.
202054_fluff;Aderezar cada ración con queso gratinado. Añadir globos oculares al gusto. Servir caliente.
202054_name;Sopa de elfo
202054_tooltip;Destruye {Maxtargets} unidades aliadas del mismo color y luego <keyword=create>crea</keyword> y juega una unidad de ese color.
202064_fluff;No estoy desprovisto de razón, solo de emociones.
202064_name;Ivo de Belhaven
202064_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charge} <keyword=charge>carga</keyword> cada vez que juegas un brujo.
202093_fluff;Jaskier, eres cínico, vicioso, embustero… y mi mejor amigo.
202093_name;Jaskier: Vencedor
202093_tooltip;Ninguna habilidad.
202094_fluff;¡Un paso más hacia ese carro y te llevarás una flecha en el ojo!
202094_name;Escolta de caravana
202094_tooltip;Ninguna habilidad.
202095_fluff;Por la gracia de Melitele, juro que ese sendero tiene que estar por aquí...
202095_name;Guía de la caravana
202095_tooltip;Ninguna habilidad.
202096_fluff;Si eso es lo que hace falta para salvar el mundo, es mejor dejar que sucumba.
202096_name;Geralt de Rivia
202096_tooltip;Ninguna habilidad.
202097_fluff;Esos tipejos resultan casi adorables si ignoras su aspecto asesino.
202097_name;Nekker
202097_tooltip;Ninguna habilidad.
202098_fluff;El Libro Sagrado dice que el mundo es un jardín que los dioses han conferido a los hombres. ¡Y nosotros, los hombres, hemos descuidado ese jardín!
202098_name;Eyck de Denesle
202098_tooltip;<keyword=deploy>Despliegue</keyword>: si tienes un Dragón en tu mano, obtiene <keyword=zeal>fervor</keyword>.\n<keyword=order>Orden</keyword>: destruye una unidad con {Power} de poder o más.
202099_fluff;La Jauría de Spalla. ¿Eres tú su líder? ¿Eres tú a quien llaman el Duque de los Perros?
202099_name;Gascon
202099_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: se potencia en una cantidad aleatoria entre {Power} y {Power2}.
202100_fluff;El chico no está hecho para llevar la corona. No tiene el seso ni el valor necesarios. Yo lo sé, vos lo sabéis..., pero él no.
202100_name;Príncipe Villem
202100_tooltip;<keyword=spying>Espía</keyword>.\n<keyword=deploy>Despliegue</keyword>: juega una carta de oro aleatoria de tu baraja.
202101_fluff;Majestad... Que la reina interrogue a plebeyos..., en fin, no es apropiado...
202101_name;Conde Caldwell
202101_tooltip;Cada turno, al final del turno, se mueve a la fila con la unidad superior del campo de batalla.
202102_fluff;Vuestro ingeniero tiene la jeta como un estofado de carne, pero está claro que conoce su oficio.
202102_name;Xavier Lemmens
202102_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=banish>destierra</keyword> todas las cartas del cementerio de tu rival.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=banish>destierra</keyword> todas las cartas de tu cementerio.
202103_fluff;Cuando se estableció aquí, lo combatieron durante un siglo. Luego el dragón se cansó de luchar y se dieron cuenta de que era absurdo, así que... hicieron un trato. Él no los molestaría si le daban lo que necesitaba.
202103_name;Keltullis
202103_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada turno, al final del turno, destruye la unidad inferior del lado con más unidades.
202104_fluff;«¿Qué he hecho?», gritó el mago, asustado por su propia creación.
202104_name;Espanto: Despierto
202104_tooltip;<keyword=immune>Inmune</keyword>.
202105_fluff;De repente, el pantano estalló con un potente chapoteo. Dos largas extremidades como de mantis, plagadas de pinchos, emergieron del fango. Unos garfios verdes y monstruosos agarraron a un infortunado soldado y lo arrastraron bajo el agua.
202105_name;Babagor
202105_tooltip;<keyword=deploy>Despliegue</keyword>: destruye todas las unidades con {Power} de poder. Por cada unidad destruida, se potencia en {Boost}.
202106_fluff;Brouver Hoog quiso echarlo de Mahakam por tener una llama en su salón... Es una historia muy larga.
202106_name;Gabor Zigrin
202106_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: obtiene <keyword=resilient>resistencia</keyword>.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: se convierte en <keyword=immune>inmune</keyword>.\nCada vez que juegas un enano, se potencia en {Boost}.
202107_fluff;Llegó aquí con su carro de mercader lleno de trucos y artilugios. Fue de casa en casa, poniendo su basura por las nubes. ¿Y qué nos vendió? ¡Bombas que explotan en las manos! ¡Un crecebarba que prende fuego al pelo!
202107_name;Barnabás Beckenbauer
202107_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado elfo, uno enano y uno dríade en {Boost}.
202108_fluff;Prometí que nunca volvería a usar la magia para hacer daño.
202108_name;Isbel de Hagge
202108_tooltip;<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: mira la primera carta de ambas barajas. Quédate con una y dale la otra a tu rival.
202109_fluff;¡La costa está pelada desde hace tiempo! ¡Así que remontamos el Yaruga en busca de oro y gloria!
202109_name;Gudmund el Bocazas
202109_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: intercambia tu cementerio con tu baraja.
202110_fluff;Los escudos son cosa de alfeñiques.
202110_name;Dagur Dos Espadas
202110_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada vez que un enemigo recibe daño, se potencia en {Boost}.
202111_fluff;Los nilfgaardianos avanzaron en dirección a la reina sin atisbo de pánico. El hombre que los lideraba estaba ataviado con ricos ropajes y emanaba orgullo... y un aroma a almizcle.
202111_name;Traheaern var Vdyffir
202111_tooltip;<keyword=deploy>Despliegue</keyword>: mira las {MaxTargets} primeras cartas de la baraja de tu rival y mueve 1 a su cementerio.
202112_fluff;Serví diez años a vuestro marido y llevo otros ocho con vos. Y jamás he combatido por una causa tan digna como esta.
202112_name;Reynard Odo
202112_tooltip;Cada vez que se juegue una unidad aliada con <keyword=charge>cargas</keyword>, le otorga 1 <keyword=charge>carga</keyword>.
202113_fluff;Las excepciones abren el camino al derramamiento de sangre humana. Todos los Scoia'tael deben morir. Que los dioses separen el grano de la paja.
202113_name;Rayla la Negra
202113_tooltip;<keyword=deploy>Despliegue</keyword>: inflige a un enemigo un daño igual al número de aliados humanos.
202114_fluff;¿Qué fue antes, el huevo o la gallina? Comparada con el enigma que supone el fénix, esa pregunta resulta totalmente trivial.
202114_name;Cría de fénix
202114_tooltip;<keyword=doomed>Condenado</keyword>. <keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: se transforma en Fénix.
202115_fluff;Una vez, el rey envió a un emisario a Eldain..., en contra de mis consejos. Al día siguiente, lo encontramos con los ojos arrancados y el asta de su bandera blanca en la garganta.
202115_name;Eldain
202116_fluff;Estamos en guerra y los gobernantes no pueden competir ni elegir. Los gobernantes empuñan su espada y su escudo y salen a defender a sus súbditos.
202116_name;Reina Meve
202117_fluff;Los frescos del mausoleo representaban los pantanos de Angren y las bestias que los poblaban. Había dos palabras sobre la mayor de las criaturas: Gvaern Ichaer, la dama sangrienta.
202117_name;Gernichora
202118_fluff;En mi tierra, el mundo civilizado, un general comanda su tropa, no corretea y se revuelca como un perro rabioso.
202118_name;Ardal aep Dahy
202119_fluff;Venimos a matar. Nilfgaardianos, lyrios..., nos da igual. Lucha, sangre y entrañas para limpiar nuestra vergüenza.
202119_name;Arnjolf el Parricida
202121_fluff;¡Auuu, auuu, auuuuuu!
202121_name;Jauría de Spalla
202121_tooltip;<keyword=deploy>Despliegue</keyword>: mueve una unidad a otra fila en su lado.
202122_fluff;Hace tiempo conocí a una joven pareja, se separaron justo después de la boda. Por una bomba en el carruaje.
202122_name;Lanzador de bombas
202122_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo.
202124_fluff;Un cruce entre un cangrejo, una araña… ¡y una montaña!
202124_name;Arachas descomunal
202124_tooltip;Ninguna habilidad.
202125_fluff;Desagradable. Es el modo que tiene la naturaleza de decir «no te acerques».
202125_name;Arachas zángano
202125_tooltip;Ninguna habilidad.
202126_fluff;¿Qué hay en el carro? ¿Y a mí qué me importa?
202126_name;Guardia mercenario
202126_tooltip;Ninguna habilidad.
202127_fluff;Izquierda, derecha, izquierda, derecha... ¿No podríamos cambiar el orden de vez en cuando?
202127_name;Lacayo desertor
202127_tooltip;Ninguna habilidad.
202128_fluff;¡Maldita cuerda! ¡Tengo ampollas en los dedos!
202128_name;Arquero desertor
202128_tooltip;Ninguna habilidad.
202129_fluff;Clávalas por el extremo puntiagudo.
202129_name;Lanza
202129_tooltip;Ninguna habilidad.
202130_fluff;Símbolo de la primavera y el rejuvenecimiento, la golondrina presta su nombre a esta poción que acelera el ritmo al que se curan y cicatrizan las heridas.
202130_name;Golondrina
202130_tooltip;Potencia a una unidad en {Boost}.
202131_fluff;Clávalas por el extremo puntiagudo.
202131_name;Lanza
202131_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.
202132_fluff;Un chasquido de los dedos de un brujo puede encender una lámpara… o carbonizar a un enemigo.
202132_name;Geralt: Igni
202132_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a la(s) unidad(es) enemiga(s) superior(es).
202133_fluff;Siempre intento ayudar cuando puedo. Pero no puedo ayudar si estoy muerto.
202133_name;Jaskier: Lisonjero
202133_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: potencia a todos los aliados en {Power}.
202134_fluff;Sus hijos heredaron su belleza.
202134_name;Reina del enjambre
202134_tooltip;Inflige {Damage} de daño a {MaxTargets} enemigos.
202135_fluff;Los elfos gozan de una vista excelente y una puntería impecable. Deja que te lo muestre.
202135_name;Arquero Scoia'tael
202135_tooltip;Ninguna habilidad.
202136_fluff;¿Quieres decir que la elfa bailaba en mitad de la contienda? ¡¿Has perdido el juicio, cabo?!
202136_name;Danzarina de guerra
202136_tooltip;Ninguna habilidad.
202137_fluff;El bosque es nuestro hogar... y tu tumba.
202137_name;Líder del comando
202137_tooltip;<keyword=order>Orden</keyword>: potencia a una unidad en {Boost}.
202138_fluff;En ocasiones, la naturaleza desmiente la frase «la juventud es belleza».
202138_name;Cría de arachas
202138_tooltip;Ninguna habilidad.
202139_fluff;Este elfo es mío. ¡He dicho mío!
202139_name;Líder de la caravana
202139_tooltip;Inflige {Damage} de daño a una unidad y a sus unidades adyacentes.
202140_fluff;¡Recordad, cadetes! ¡El que desenvaina la espada primero tiene ventaja sobre su enemigo!
202140_name;Ventaja táctica
202140_tooltip;<keyword=immune>Inmune</keyword>.\n<keyword=order>Orden</keyword>: potencia a un aliado en {Boost} y luego se <keyword=banish>destierra</keyword>.\nSi se retira del campo de batalla, se <keyword=banish>destierra</keyword>.
202141_fluff;INVISIBLE, IGNORE
202141_name;INVISIBLE, IGNORE
202142_fluff;Prestad atención, caballeros, bajo este puente hay nekkers.
202142_name;Guerrero nekker
202142_tooltip;Ninguna habilidad.
202143_fluff;Si los ghuls son parte del ciclo de la vida, cuán cruel resulta.
202143_name;Ghul
202143_tooltip;Ninguna habilidad.
202144_fluff;La niebla llega con mullidas pisadas de gato. Los boiras se arrastran como gusanos sobre los cadáveres de sus víctimas.
202144_name;Boira
202144_tooltip;Ninguna habilidad.
202145_fluff;Muchos miedos primigenios acechan los corazones de los hombres. El miedo a la niebla está bastante justificado…
202145_name;Boira anciano
202145_tooltip;Ninguna habilidad.
202146_fluff;Las demonibestias se parecen a un ciervo. A un enorme ciervo maligno.
202146_name;Demonibestia
202146_tooltip;Ninguna habilidad.
202147_fluff;¡Allí! ¡Entre esos árboles!
202147_name;Rastreador
202147_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.
202148_fluff;Mi rey disfruta de la vida..., disfruta de los placeres y se entrega a ellos a menudo. Pero nada de esto ha menoscabado su capacidad de gobernar el reino con mano firme.
202148_name;Rey Demavend III
202148_tooltip;<keyword=order>Orden</keyword>: otorga {Charge} <keyword=charge>carga</keyword> a una unidad.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
202149_fluff;De lo que se arrastra he comido en mi vida todo lo que se dejara cazar. Y de lo que vuela hasta una cometa que me comí una vez, porque estaba pegada con harina.
202149_name;Angoulême
202149_tooltip;<keyword=order>Orden</keyword>: juega un artefacto aleatorio de la baraja de tu rival.
202150_fluff;Ha pasado ya cerca de medio siglo desde que me dedicara a la práctica de la medicina. Percibo cómo estos años pesan sobre mi memoria y la agilidad de mis dedos.
202150_name;Vysogota de Corvo
202150_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: potencia a una unidad en {Boost}.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que algún jugador juega una carta.
202151_fluff;De lejos, parece un oso. De cerca, bueno..., un oso más grande.
202151_name;Falibor
202151_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: destruye a un enemigo con habilidad de <keyword=order>orden</keyword>.
202152_fluff;Anna odiaba tanto a su marido que estaba dispuesta a lo que fuese para librarse de él y del niño que llevaba en sus entrañas.
202152_name;Anna Strenger
202152_tooltip;Si al final del turno esta unidad está potenciada, potencia a las unidades adyacentes en {Boost}.
202153_fluff;Un jinete vale lo que vale su montura. Y los caballos lyrios se cuentan entre los mejores del continente.
202153_name;Caballería lyria
202153_tooltip;Cada vez que juegas una unidad con habilidad de <keyword=order>orden</keyword>, se potencia en {Boost}.
202154_fluff;¡Bájate del caballo y enfréntate a mí!
202154_name;Piquero rivio
202154_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si lo destruye, inflige {Damage2} de daño a otro enemigo.
202155_fluff;¡Puedo darle a la diana a cien pasos! Aunque igual no con el primer disparo, eso sí...
202155_name;Arbalestero lyrio
202155_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que juegas una carta con habilidad de <keyword=order>orden</keyword>.
202156_fluff;Será mejor que no te rías de sus estúpidos sombreros. Hazme caso.
202156_name;Lansquenete lyrio
202156_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad. Si Lansquenete lyrio está potenciado, inflige {Damage2} de daño a una unidad en su lugar.
202157_fluff;Claro que te coseré. Pero no será gratis.
202157_name;Sanadora havekar
202157_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: potencia a un aliado en {Boost}.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=heal>cura</keyword> a un aliado.
202158_fluff;Elfos, enanos… Me es indiferente, con tal de que tengan dinero.
202158_name;Proveedor havekar
202158_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost}.
202159_fluff;El combate es un baile, y nunca debes dejar que tu rival te lleve.
202159_name;Espadachina élfica
202159_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown2}.\nSi el enemigo es destruido, reduce la <keyword=cooldown>recuperación</keyword> en {Cooldown1}.
202160_fluff;Los olerás mucho antes de poder verlos.
202160_name;Demonio podrido
202160_tooltip;Ninguna habilidad.
202161_fluff;Alimenta a los nuestros y hace sangrar a los enemigos.
202161_name;Guadañero lyrio
202161_tooltip;<keyword=deploy>Despliegue</keyword>: se potencia en {Boost} por cada aliado potenciado.
202162_fluff;Vivo o muerto, ese elfo será mío. Recuerda mis palabras.
202162_name;Líder de la caravana
202162_tooltip;Ninguna habilidad.
202163_fluff;Las espadas élficas son ligeras, pero infligen grandes heridas.
202163_name;Espada élfica
202163_tooltip;Inflige {Damage} de daño a una unidad que no sea elfo.
202164_fluff;Nunca nos pillarán por sorpresa. No lo permitiré.
202164_name;Centinela élfica
202164_tooltip;<keyword=deploy>Despliegue</keyword>: inflige a un enemigo un daño igual al número de filas que lo separan de esta unidad.
202165_fluff;Hombre o ciervo, lo mismo da... Hay que apuntar entre los hombros.
202165_name;Cazador élfico
202165_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si sobrevive, se potencia en {Boost}.
202166_fluff;¿Te sientes afortunado? ¡¿Eh, dh'oine?!
202166_name;Matón élfico
202166_tooltip;Ninguna habilidad.
202167_fluff;Muchos huyen por miedo. Yo me fui porque me aburría.
202167_name;Desertor sádico
202167_tooltip;Ninguna habilidad.
202168_fluff;¿Para qué voy a aprender a convertir el hierro en oro cuando puedo ganarlo con lo que sé?
202168_name;Hechicera mercenaria
202168_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a una unidad en {Boost}.
202169_fluff;Huesos y juramentos... He demostrado gran habilidad rompiendo ambos.
202169_name;Campeón mercenario
202169_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: se potencia en {Boost}.
202170_fluff;¡Por fin! ¡Puedo tocar lo que se me antoje, y tan alto como se me antoje!
202170_name;Tamborilero
202170_tooltip;Cada 5 turnos, al comienzo del turno, potencia a las unidades adyacentes en {Boost}.
202171_fluff;Quienquiera que la blanda, hallará la victoria en la batalla. Y luego morirá traicionado.
202171_name;Espada maldita
202171_tooltip;<keyword=order>Orden</keyword>: potencia a una unidad en {Boost}, la convierte en <keyword=doomed>condenada</keyword> y luego se destruye.
202172_fluff;No sé qué era peor en el ejército, si la paga o la comida.
202172_name;Veterano
202172_tooltip;Ninguna habilidad.
202173_fluff;¡Un paso más hacia ese carro y te llevarás una flecha en el ojo!
202173_name;Escolta de caravana
202173_tooltip;Ninguna habilidad.
202174_fluff;Por la gracia de Melitele, juro que ese sendero tiene que estar por aquí...
202174_name;Guía de la caravana
202174_tooltip;Ninguna habilidad.
202175_fluff;¿Qué hay en el carro? ¿Y a mí qué me importa?
202175_name;Guardia mercenario
