1_name_lt;Frio Congelante
201709_fluff;"O que está escrito na lâmina? É uma maldição?" "Não. Um insulto."
201709_name;Equalizar
201709_tooltip;Causa {Damage} de dano a todos os inimigos com poder par.
201710_fluff;"O que está escrito na lâmina? É uma maldição?" "Não. Um insulto."
201710_name;Atrapalhar
201710_tooltip;Causa {Damage} de dano a todos os inimigos com poder ímpar.
201725_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201725_name;Shupe: Mago
201725_tooltip;Envia Lojø para a Academia Ban Ard para Rapazes.
201726_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201726_name;Shupe: Mago
201726_tooltip;<keyword=deploy>Mobilização</keyword>: transforma a carta mais à direita na mão de cada jogador em uma carta especial aleatória.
201727_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201727_name;Shupe: Mago
201727_tooltip;<keyword=deploy>Mobilização</keyword>: move uma unidade aleatória para a fileira oposta.
201728_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201728_name;Shupe: Mago
201728_tooltip;<keyword=deploy>Mobilização</keyword>: aplica um efeito de fileira aleatório em todas as fileiras.
201729_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201729_name;Shupe: Mago
201729_tooltip;<keyword=deploy>Mobilização</keyword>: divide {Damage} de dano aleatoriamente entre todas as outras unidades no campo de batalha.
201730_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201730_name;Shupe: Mago
201730_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=spawn>faz surgir</keyword> e <keyword=summon>invoca</keyword> uma unidade aleatória para uma fileira aleatória em cada lado.
201731_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201731_name;Shupe: Caçador
201731_tooltip;Envia Lojø para as florestas de Dol Blathanna.
201732_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201732_name;Shupe: Caçador
201732_tooltip;<keyword=deploy>Mobilização</keyword>: usa uma carta aleatória do seu baralho.
201733_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201733_name;Shupe: Caçador
201733_tooltip;<keyword=deploy>Mobilização</keyword>: divide {Damage2} de dano aleatoriamente entre todas as unidades inimigas.
201734_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201734_name;Shupe: Caçador
201734_tooltip;<keyword=deploy>Mobilização</keyword>: reforça todas as unidades na sua mão entre {Boost} e {Boost2} de poder.
201735_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201735_name;Shupe: Caçador
201735_tooltip;<keyword=deploy>Mobilização</keyword>: destrói um inimigo aleatório.
201736_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201736_name;Shupe: Caçador
201736_tooltip;<keyword=deploy>Mobilização</keyword>: aplica um efeito de fileira aleatório a uma fileira inimiga.
201737_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201737_name;Shupe: Cavaleiro
201737_tooltip;Envia Lojø para a Academia Militar da Corte Imperial.
201738_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201738_name;Shupe: Cavaleiro
201738_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage3} de dano a um inimigo.
201739_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201739_name;Shupe: Cavaleiro
201739_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=lock>bloqueia</keyword> uma unidade.
201740_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201740_name;Shupe: Cavaleiro
201740_tooltip;<keyword=deploy>Mobilização</keyword>: ganha <keyword=resilient>Resiliência</keyword>.
201741_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201741_name;Shupe: Cavaleiro
201741_tooltip;<keyword=deploy>Mobilização</keyword>: destrói um artefato inimigo.
201742_fluff;Os outros trolls sempre o consideraram um pouco estranho - afinal de contas, quem em plena consciência preferiria pedaços de papel colorido em vez de pedras?
201742_name;Shupe: Cavaleiro
201742_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost4}.
201743_fluff;Seus filhos herdaram sua beleza.
201743_name;Aracna Rainha
201743_tooltip;Sempre que uma unidade aliada é destruída no seu turno, <keyword=spawn>faz surgir</keyword> uma aracna macho e a <keyword=summon>invoca</keyword> para uma fileira aliada inimiga.
201744_fluff;O vento os transporta pelo continente... e eles semeiam a loucura e a praga onde caem.
201744_name;Esporos
201744_tooltip;Restaura uma unidade para sua base de poder.
201748_fluff;Como o Rei Foltest gosta de dizer, não importa o tamanho, só se faz o serviço.
201748_name;Orgulho de Foltest
201748_tooltip;<keyword=order>Ordem</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo e a todos os outros inimigos com o mesmo poder.\n<keyword=charge>Carga</keyword>: {Charges}.
201749_fluff;Sente o cheiro? É o cheiro da felicidade.
201749_name;Espuma Dourada
201749_tooltip;Reforça todas as unidades em uma fileira em {Boost}.
201753_fluff;Somos a milícia, veja bem. Mantemos a paz.
201753_name;Milícia Camponesa
201753_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost}.
201772_fluff;Certa vez, aceitei um trabalho. Após concluí-lo, quando me disseram para escolher uma recompensa, evoquei a Lei da Surpresa.
201772_name;Geralt: Profissional
201772_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo. Se o poder dele é múltiplo de {Power}, destrua-o em vez disso.
201773_fluff;Aprisionamentos não funcionarão. Nem piadas a deixarão menos perigosa. Não, dimerítio é a única solução.
201773_name;Triss: Telecinese
201773_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=create>cria</keyword> e usa uma carta especial de bronze do baralho atual de qualquer um dos jogadores.
201774_fluff;Dandelion me contou tudo sobre as suas aventuras. Como ele o preparava para a batalha com as suas músicas, como ele domou o kayran com o seu alaúde...
201774_name;Dandelion: Vanglória
201774_tooltip;<keyword=deploy>Mobilização</keyword>: destrói uma fera inimiga.
201776_fluff;A pena é mais poderosa que a espada.
201776_name;Dandelion: Poeta
201776_tooltip;<keyword=deploy>Mobilização</keyword>: compra uma carta, depois usa uma carta.
201777_fluff;Medo não combina conosco. Porém, há um certo d'hoine... Vernon Roche. Cuidado com ele.
201777_name;Roche: Impiedoso
201777_tooltip;<keyword=order>Ordem</keyword>: <keyword=seize>toma</keyword> um inimigo com poder igual ou menor do que a contagem de <keyword=charge>cargas</keyword> de Roche: Impiedoso e depois remove todas as <keyword=charge>cargas</keyword>.\n<keyword=charge>Carga</keyword>: {Charges}.\nA cada turno, no começo do turno, ganha {Charges2} de <keyword=charge>carga</keyword>.
201778_fluff;Preciso unir os clãs. Prefiro evitar a guerra, mas se Nilfgaard pretende atacar, precisamos combatê-la juntos.
201778_name;Cerys: Destemida
201778_tooltip;postponed
201779_fluff;Brokilon me é mais querida do que minha própria vida. Ela é a mãe que cuida dos filhos. Eu a defenderei até meu último suspiro.
201779_name;Chamado da Floresta
201779_tooltip;Embaralha uma unidade aliada no seu baralho, depois usa uma unidade da mesma categoria principal do seu baralho e reforça-a em {Boost}.
201780_fluff;Sim, eu vi o futuro. E você não está nele.
201780_name;Yennefer: Divinação
201780_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=reveal>revela</keyword> uma unidade aleatória do seu baralho, depois reforça um aliado com o poder dela.
201781_fluff;As irmãs disseram que você viria. Elas viram você chegar na superfície da água.
201781_name;Imlerith
201781_tooltip;<keyword=order>Ordem</keyword>: se você controla a unidade mais alta, causa {Damage} de dano a uma unidade.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
201817_fluff;"Inconcebível. Impossível.” – pensou Ciri, voltando à consciência. "Unicórnios não existem, não mais, não nesse mundo. Os unicórnios foram extintos."
201817_name;Ihuarraquax
201817_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: cada jogador <keyword=summon>invoca</keyword> a unidade com o Custo de Recruta mais alto de seu baralho para a fileira corpo a corpo.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: cada jogador <keyword=summon>invoca</keyword> a unidade com o Custo de Recruta mais baixo de seu baralho para a fileira de longa distância.
202044_fluff;Controle a escória com punho de ferro. Não tenha medo de usar a chibata!
202044_name;Gerwin Coxo
202044_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo e a todas as cópias dele.
202054_fluff;Sirva queijo gratinado como acompanhamento. Adicione olhos para o gosto. Sirva ainda quente.
202054_name;Sopa: cebola com elfo
202054_tooltip;Destrói {Maxtargets} unidades aliadas da mesma cor, depois <keyword=create>cria</keyword> e usa uma unidade da cor em questão.
202064_fluff;Não é a razão que me falta, apenas emoção.
202064_name;Ivo de Belhaven
202064_tooltip;<keyword=order>Ordem</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charge} de <keyword=charge>carga</keyword> sempre que você usa um bruxo.
202093_fluff;Dandelion, você é cínico, tarado, mentiroso e o meu melhor amigo.
202093_name;Dandelion: Destruidor
202093_tooltip;Sem habilidade.
202094_fluff;Mais um passo em direção à carruagem, e vai tomar flechada no olho!
202094_name;Escolta da Caravana
202094_tooltip;Sem habilidade.
202095_fluff;Pela graça de Melitele, juro que o caminho era por aqui em algum lugar...
202095_name;Guia da Caravana
202095_tooltip;Sem habilidade.
202096_fluff;Se isso for o que é preciso para salvar o mundo, é melhor deixá-lo morrer.
202096_name;Geralt de Rívia
202096_tooltip;Sem habilidade.
202097_fluff;Esses pequenos são quase bonitinhos, se ignorar que são assassinos impiedosos.
202097_name;Nekker
202097_tooltip;Sem habilidade.
202098_fluff;O Bom Livro diz que o mundo é um jardim que os deuses concederam ao homem. E nós, os homens, negligenciamos esse jardim.
202098_name;Eyck de Denesle
202098_tooltip;<keyword=deploy>Mobilização</keyword>: se há um dragão na sua mão, ganha <keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: destrói uma unidade com {Power} ou mais de poder.
202099_fluff;Os Vira-Latas de Spalla. É você quem os lidera? É você quem chamam de Duque dos Cães?
202099_name;Gascon
202099_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: reforça a si mesma em um valor aleatório entre {Power} e {Power2} de poder.
202100_fluff;Aquele rapaz não nasceu para usar a coroa, faltam-lhe a inteligência e a determinação para isso. Eu sei disso, você sabe... Só ele que não.
202100_name;Príncipe Villem
202100_tooltip;<keyword=spying>Espionagem</keyword>.\n<keyword=deploy>Mobilização</keyword>: usa uma carta de ouro aleatória do seu baralho.
202101_fluff;Vossa Majestade... A rainha interrogar plebeus?... Simplesmente não é adequado.
202101_name;Conde Caldwell
202101_tooltip;A cada turno, no fim do turno, move-se para a fileira com a unidade mais alta no campo de batalha.
202102_fluff;Seu engenheiro tem a cabeça que parece um churrasco, mas ele conserta muito bem, isso é fato.
202102_name;Xavier Lemmens
202102_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=banish>bane</keyword> todas as cartas na pilha de descarte do oponente.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=banish>bane</keyword> todas as cartas na sua pilha de descarte.
202103_fluff;Quando veio pra cá, eles lutaram contra ele por quase um século. Uma hora, o dragão cansou de lutar e eles perceberam que ele não sairia daqui, então... eles fizeram um acordo. Ele não incomoda os anões em troca do que ele precisar.
202103_name;Keltullis
202103_tooltip;<keyword=melee>Corpo a corpo</keyword>: a cada turno, no fim do turno, destrói a unidade mais baixa no lado com mais unidades.
202104_fluff;"O que foi que eu fiz?", disse o mago, assustado com a sua criação.
202104_name;Espanto: Desperto
202104_tooltip;<keyword=immune>Imune</keyword>
202105_fluff;O pântano sob seus pés de repente explodiu com um impacto poderoso. Da escuridão, saíram garras com espinhos parecidos com as de um louva-deus. Os ganchos verdes abissais pegaram o pé de um azarado, arrastando ele para baixo da superfície da água.
202105_name;Glustyworp
202105_tooltip;<keyword=deploy>Mobilização</keyword>: destrói todas as unidades com {Power} de poder. Para cada unidade destruída, reforça a si mesma em {Boost}.
202106_fluff;Brouver Hoog queria expulsar ele de Mahakam numa certa época, por ter uma lhama na sua sala de estar… é uma longa história.
202106_name;Gabor Zigrin
202106_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: concede <keyword=resilient>resiliência</keyword>.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: concede <keyword=immune>imune</keyword>.\nSempre que usar um anão, reforça a si mesma em {Boost}.
202107_fluff;Chegou aqui com uma carroça cheia de tranqueiras e bugigangas. Passou de casa em casa cantando mil louvores às suas tralhas. E o que foi que nos vendeu? Bomba que explode na sua mão! Fórmula de crescer barba que faz seu cabelo pegar fogo!
202107_name;Barnabas Beckenbauer
202107_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um elfo, anão e uma aliada dríade em {Boost}.
202108_fluff;Eu prometi que jamais usaria magia de novo para machucar outras pessoas.
202108_name;Isbel de Hagge
202108_tooltip;<keyword=order>Ordem</keyword>, <keyword=ranged>Longa distância</keyword>: olha a carta no topo de ambos os baralhos. Fica com uma e dá a outra para o oponente.
202109_fluff;O litoral foi depenado há muito tempo! Então levamos nossos barcos Yaruga acima, pelo ouro e pela glória!
202109_name;Gudmund Beiçudo
202109_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: troca todas as cartas na sua pilha de descarte com seu baralho.
202110_fluff;Só frangotes usam escudos.
202110_name;Dagur Duas Espadas
202110_tooltip;<keyword=melee>Corpo a corpo</keyword>: sempre que um inimigo sofre dano, reforça a si mesma em {Boost}.
202111_fluff;Os nilfgaardianos estão indo na direção da rainha sem demonstrarem medo. O homem liderando os nilfgaardianos estava de robes elegantes. Ele exalava orgulho... e um certo almíscar.
202111_name;Traheaern var Vdyffir
202111_tooltip;<keyword=deploy>Mobilização</keyword>: olha as {MaxTargets} cartas no topo do baralho do oponente e move 1 para a pilha de descarte dele.
202112_fluff;Servi seu marido por dez anos e você há oito. Nunca lutei por causa mais justa.
202112_name;Reynard Odo
202112_tooltip;Sempre que uma unidade aliada com <keyword=charge>carga</keyword> é usada, concede 1 de <keyword=charge>carga</keyword> a ela.
202113_fluff;Exceções são um caminho certo para o derramamento de sangue. Todos os Scoia'tael precisam morrer. Deixe que os deuses separem o joio do trigo.
202113_name;Rayla Negra
202113_tooltip;<keyword=deploy>Mobilização</keyword>: causa dano a um inimigo equivalente ao número de aliados humanos.
202114_fluff;O que veio primeiro, o ovo ou a galinha? Comparada ao enigma que é a fênix, esta pergunta parece absolutamente trivial.
202114_name;Filhote de Fênix
202114_tooltip;<keyword=doomed>Condenado</keyword>. <keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: transforma-se em Fênix.
202115_fluff;O rei enviou um representante a Eldain uma vez... apesar do meu conselho. O enviado foi encontrado no dia seguinte com os olhos arrancados e uma bandeira branca enfiada na garganta.
202115_name;Eldain
202116_fluff;Estamos em guerra, momento quando os governantes não empenham ou escolhem. Quando os governantes pegam em espadas para defenderem seus súditos.
202116_name;Rainha Meve
202117_fluff;Afrescos nas paredes do túmulo representavam os pântanos de Angren e as feras que espreitavam por eles. Duas palavras foram inscritas sob o maior dos horrores: Gvaern Ichaer – a Senhora Sangrenta.
202117_name;Gernichora
202118_fluff;De onde venho, no mundo civilizado, um general comanda sua força. Ele não corre e se debate como um cão com raiva.
202118_name;Ardal aep Dahy
202119_fluff;Queremos matar. Nilfgaardianos, lyrianos... Luta, sangue e vísceras para lavar nossa vergonha.
202119_name;Arnjolf, o Patricida
202121_fluff;Auuu, auuuu, auuuu!
202121_name;Vira-Latas de Spalla
202121_tooltip;<keyword=deploy>Mobilização</keyword>: move uma unidade para a outra fileira.​
202122_fluff;Conheci um casal uma vez que se separou logo depois do casamento. Uma bomba na carruagem faz isso.
202122_name;Carregador de Bomba
202122_tooltip;<keyword=deploy>Mobilização</keyword>: destrói um artefato inimigo.
202124_fluff;Um cruzamento entre um caranguejo, uma aranha... e uma montanha.
202124_name;Aracna Gigante
202124_tooltip;Sem habilidade.
202125_fluff;Feiura é como a natureza diz: "fica longe".
202125_name;Aracna macho
202125_tooltip;Sem habilidade.
202126_fluff;O que tem na carruagem? E por que isso me interessaria?
202126_name;Guarda Mercenário
202126_tooltip;Sem habilidade.
202127_fluff;Esquerda, direita, esquerda, direita... Não dava pra misturar um pouco de vez em quando?
202127_name;Desertor Soldado Raso
202127_tooltip;Sem habilidade.
202128_fluff;Maldita corda! Estou com bolhas nos dedos!
202128_name;Desertor Arqueiro
202128_tooltip;Sem habilidade.
202129_fluff;Espeta eles com a ponta.
202129_name;Lança
202129_tooltip;Sem habilidade.
202130_fluff;Simbolizando nascimento e rejuvenescimento, esta poção acelera a velocidade na qual as feridas cicatrizam e curam.
202130_name;Andorinha
202130_tooltip;Reforça uma unidade em {Boost}.
202131_fluff;Espeta eles com a ponta.
202131_name;Lança
202131_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo.
202132_fluff;O movimento dos dedos de um bruxo pode acender uma lâmpada... ou incinerar um inimigo.
202132_name;Geralt: Igni
202132_tooltip;<keyword=deploy>Mobilização</keyword>: destrói a(s) unidade(s) inimiga(s) mais alta(s).
202133_fluff;Sempre tento ajudar quando posso. Mas não posso ajudar morto.
202133_name;Dandelion: Benfeitor
202133_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: reforça todos os aliados em {Power}.
202134_fluff;Seus filhos herdaram sua beleza.
202134_name;Rainha do Enxame
202134_tooltip;Causa {Damage} de dano a {MaxTargets} inimigos.
202135_fluff;Os elfos têm uma excelente visão e uma mira impecável. Deixa eu te mostrar.
202135_name;Arqueira Scoia'tael
202135_tooltip;Sem habilidade.
202136_fluff;Quer dizer que a elfa dançou no meio do combate? Você ficou louco, soldado?!
202136_name;Elfa Dançarina de Guerra
202136_tooltip;Sem habilidade.
202137_fluff;Esta floresta é o nosso lar... e será o seu túmulo.
202137_name;Líder do Comando
202137_tooltip;<keyword=order>Ordem</keyword>: reforça uma unidade em {Boost}.
202138_fluff;Às vezes, a natureza desmente a frase "juventude é beleza".
202138_name;Filhote de Aracna
202138_tooltip;Sem habilidade.
202139_fluff;Esse elfo é meu. Meu!
202139_name;Líder da Caravana
202139_tooltip;Causa {Damage} de dano a uma unidade e às unidades adjacentes a ela.
202140_fluff;Lembrem-se, cadetes! Quem desembainha a lâmina primeiro ganha vantagem sobre o inimigo!
202140_name;Vantagem Tática
202140_tooltip;<keyword=immune>Imune</keyword>.\n<keyword=order>Ordem</keyword>: reforça um aliado em {Boost}, depois <keyword=banish>bane</keyword> a si mesma.\nSe for removida do campo de batalha, <keyword=banish>bane</keyword> a si mesma.
202141_fluff;INVISIBLE, IGNORE
202141_name;INVISIBLE, IGNORE
202142_fluff;Cuidado, rapazes, tem nekkers debaixo desta ponte aqui.
202142_name;Nekker guerreiro
202142_tooltip;Sem habilidade.
202143_fluff;Se carniçais são parte do ciclo da vida, esse ciclo deve ser bem abusivo.
202143_name;Carniçal
202143_tooltip;Sem habilidade.
202144_fluff;A névoa chega sorrateiramente. Nevolosos chegam matando.
202144_name;Nevoloso
202144_tooltip;Sem habilidade.
202145_fluff;Muitos medos primitivos jazem no coração dos homens. O medo da névoa tem razão de ser...
202145_name;Antigo Nevoloso
202145_tooltip;Sem habilidade.
202146_fluff;Um demônio parece quase como um cervo, como um cervo grande e maligno.
202146_name;Demônio
202146_tooltip;Sem habilidade.
202147_fluff;Lá! Entre as árvores!
202147_name;Rastreador
202147_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.
202148_fluff;Meu rei é um bon-vivant... Ele aproveita frequentemente os prazeres da vida. Mas nada disso prejudicou sua habilidade de governar bem.
202148_name;Rei Demavend III
202148_tooltip;<keyword=order>Ordem</keyword>: concede {Charge} de <keyword=charge>carga</keyword> a uma unidade.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
202149_fluff;Não importa se rasteja, desliza ou escala, eu já comi de tudo. Quanto a coisas que voam... uma vez comi uma pipa só porque tinha farinha grudada nela.
202149_name;Angoulême
202149_tooltip;<keyword=order>Ordem</keyword>: usa um artefato aleatório do baralho do seu oponente.
202150_fluff;Tem quase meio século que não exerço a medicina. Os anos não foram gentis com minha memória, nem com a destreza de meus dedos.
202150_name;Vysogota de Corvo
202150_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>, <keyword=ranged>Longa distância</keyword>: reforça uma unidade em {Boost}.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charges2} de <keyword=charge>carga</keyword> sempre que um dos jogadores usa uma carta.
202151_fluff;De longe, ele parece um urso. De perto, bom... parece um ursão.
202151_name;Falibor
202151_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: destrói uma unidade inimiga com <keyword=order>Ordens</keyword>.
202152_fluff;Anna odiava tanto o marido que estava disposta a tudo para se livrar dele, e da criança que ele colocara dentro dela.
202152_name;Anna Strenger
202152_tooltip;Se esta unidade estiver reforçada no fim do turno, reforça unidades adjacentes em {Boost}.
202153_fluff;Um cavaleiro só é tão bom quanto sua montaria. Cavalos lyrianos estão entre os melhores do continente.
202153_name;Cavalaria de Lyria
202153_tooltip;Sempre que usar uma unidade com <keyword=order>Ordens</keyword>, reforça a si mesma em {Boost}.
202154_fluff;Desça de seu cavalinho e me enfrente!
202154_name;Piqueiro Riviano
202154_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo. Se ele foi destruído, causa {Damage2} de dano a outro inimigo.
202155_fluff;Consigo achar o alvo de cem passos! Talvez não no primeiro tiro, é claro...
202155_name;Besteiro lyriano
202155_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charges2} de <keyword=charge>carga</keyword> sempre que usar uma carta com <keyword=order>Ordens</keyword>.
202156_fluff;Melhor não rir de seus chapéus ridículos. Confie em mim.
202156_name;Lansquenete Lyriano
202156_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade. Se Lansquenete Lyriano foi reforçado, causa {Damage2} de dano a uma unidade.
202157_fluff;Claro que te ajudo com as feridas, mas isso vai custar.
202157_name;Curandeira Havekar
202157_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: reforça um aliado em {Boost}.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=heal>cura</keyword> um aliado.
202158_fluff;Elfo, anão, tanto faz. Desde que tenham dinheiro.
202158_name;Auxiliar Havekar
202158_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost}.
202159_fluff;O combate é uma dança, nunca permita que seu oponente conduza.
202159_name;Espadachim Elfo
202159_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown2}.\nSe o inimigo foi destruído, reduz o <keyword=cooldown>tempo de espera</keyword> em {Cooldown1}.
202160_fluff;Vai sentir o cheiro deles muito antes de vê-los.
202160_name;Necroso
202160_tooltip;Sem habilidade.
202161_fluff;Alimentar nosso povo e derramar sangue inimigo.
202161_name;Ceifador lyriano
202161_tooltip;<keyword=deploy>Mobilização</keyword>: reforça a si mesma em {Boost} para cada aliado reforçado.
202162_fluff;Vivo ou morto, este elfo será meu. Marque minhas palavras.
202162_name;Líder da Caravana
202162_tooltip;Sem habilidade.
202163_fluff;Lâminas élficas são leves, mas causam ferimentos pesados.
202163_name;Lâmina élfica
202163_tooltip;Causa {Damage} de dano a uma unidade, exceto elfos.
202164_fluff;Nunca seremos pegos de surpresa. Não se eu puder impedir.
202164_name;Elfo Sentinela
202164_tooltip;<keyword=deploy>Mobilização</keyword>: causa dano a um inimigo equivalente ao número de fileiras que o separam desta unidade.
202165_fluff;Homem ou cervo, a ideia é a mesma: mire entre os ombros.
202165_name;Caçador Élfico
202165_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo. Se ele sobreviver, reforça a si mesma em {Boost}.
202166_fluff;Acha que está com sorte? É mesmo, dh'oine?
202166_name;Vândalo Élfico
202166_tooltip;Sem habilidade.
202167_fluff;A maioria partiu por medo. Eu parti por tédio.
202167_name;Desertor Sádico
202167_tooltip;Sem habilidade.
202168_fluff;Por que aprender a transformar ferro em ouro quando posso simplesmente conseguir usando o que já sei?
202168_name;Feiticeira Mercenária
202168_tooltip;<keyword=deploy>Mobilização</keyword>: reforça uma unidade em {Boost}.
202169_fluff;Ossos e juramentos, eu tenho bastante habilidade em quebrar ambos.
202169_name;Campeão Mercenário
202169_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: reforça a si mesma em {Boost}.
202170_fluff;Finalmente! Posso tocar o que eu quiser, no volume que eu quiser!
202170_name;Percussionista
202170_tooltip;A cada 5 turnos, no começo do turno, reforça unidades adjacentes em {Boost}.
202171_fluff;Quem a empunhar encontrará a vitória em combate e então, traído, morrerá.
202171_name;Lâmina Amaldiçoada
202171_tooltip;<keyword=order>Ordem</keyword>: reforça uma unidade em {Boost} e concede a ela <keyword=doomed>condenado</keyword>, depois destrói a si mesma.
202172_fluff;Não sei o que era pior no exército, o soldo ou a comida.
202172_name;Veterano
202172_tooltip;Sem habilidade.
202173_fluff;Mais um passo em direção à carruagem, e vai tomar flechada no olho!
202173_name;Escolta da Caravana
202173_tooltip;Sem habilidade.
202174_fluff;Pela graça de Melitele, juro que o caminho era por aqui em algum lugar...
202174_name;Guia da Caravana
202174_tooltip;Sem habilidade.
202175_fluff;O que tem na carruagem? E por que isso me interessaria?
202175_name;Guarda Mercenário
202175_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: reforça a si mesma em {Boost2}.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: reforça todas as outras unidades nesta fileira em {Boost}.
202176_fluff;O sonho de um bom comandante... e o terror de um péssimo.
202176_name;Névoa Impenetrável
