1_name_lt;Gelo pungente
201727_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201727_name;Empørio: mago
201727_tooltip;<keyword=deploy>Schieramento</keyword>: sposta un'unità casuale sulla fila opposta.
201728_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201728_name;Empørio: mago
201728_tooltip;<keyword=deploy>Schieramento</keyword>: applica un effetto su fila casuale su tutte le file.
201729_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201729_name;Empørio: mago
201729_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia casualmente tutte le altre unità in campo per un valore complessivo di {Damage}.
201730_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201730_name;Empørio: mago
201730_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=spawn>evoca</keyword> e <keyword=summon>richiama</keyword> un'unità casuale su una fila casuale in entrambe le metà di campo.
201731_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201731_name;Empørio: cacciatore
201731_tooltip;Manda Empørio nelle foreste di Dol Blathanna.
201732_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201732_name;Empørio: cacciatore
201732_tooltip;<keyword=deploy>Schieramento</keyword>: gioca una carta casuale dal tuo mazzo.
201733_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201733_name;Empørio: cacciatore
201733_tooltip;<keyword=deploy>Schieramento</keyword>: distribuisce casualmente {Damage2} danni tra tutte le unità nemiche.
201734_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201734_name;Empørio: cacciatore
201734_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di una quantità compresa tra {Boost} e {Boost2} tutte le unità nella tua mano.
201735_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201735_name;Empørio: cacciatore
201735_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un nemico casuale.
201736_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201736_name;Empørio: cacciatore
201736_tooltip;<keyword=deploy>Schieramento</keyword>: applica un effetto su fila casuale su una fila nemica.
201737_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201737_name;Empørio: cavaliere
201737_tooltip;Manda Empørio all'Accademia Militare della corte imperiale.
201738_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201738_name;Empørio: cavaliere
201738_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage3} un nemico.
201739_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201739_name;Empørio: cavaliere
201739_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=lock>blocca</keyword> un'unità.
201740_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201740_name;Empørio: cavaliere
201740_tooltip;<keyword=deploy>Schieramento</keyword>: ottiene <keyword=resilient>Resistenza</keyword>.
201741_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201741_name;Empørio: cavaliere
201741_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un manufatto nemico.
201742_fluff;Gli altri troll lo considerano un po' strano. Dopotutto, quale troll sano di mente preferirebbe dei foglietti di carta colorata alle pepite?
201742_name;Empørio: cavaliere
201742_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost4} un alleato.
201743_fluff;La sua prole ne ha ereditato la mirabile bellezza.
201743_name;Arachas regina
201743_tooltip;Ogni volta che un'unità viene distrutta durante il tuo turno, <keyword=spawn>evoca</keyword> un Arachas fuco e lo <keyword=summon>richiama</keyword> su una fila alleata casuale.
201744_fluff;Portate dal vento per tutto il Continente... ovunque cadano, seminano follia e rovina.
201744_name;Spore
201744_tooltip;Riporta un'unità alla sua forza base.
201748_fluff;Come piace dire a Re Foltest, non sono le dimensioni che contano, ma è saper portare a termine il lavoro.
201748_name;Orgoglio di Foltest
201748_tooltip;<keyword=order>Ordine</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico e tutti i nemici che hanno la sua stessa forza. \n<keyword=charge>Cariche</keyword>: {Charges}.
201749_fluff;Lo senti? È il profumo della felicità.
201749_name;Schiuma dorata
201749_tooltip;Potenzia di {Boost} tutte le unità di una fila.
201753_fluff;Siamo la milizia. Manteniamo la pace.
201753_name;Milizia contadina
201753_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato.
201772_fluff;Accettai un lavoro e lo portai a termine. In quanto alla ricompensa, optai per la Legge della Sorpresa.
201772_name;Geralt: professionale
201772_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: se la forza di un nemico è multipla di {Power}, lo distrugge, altrimenti lo danneggia di {Damage}.
201773_fluff;Normali legacci non basterebbero, e neppure un bavaglio la renderebbe meno pericolosa. Il dimeritium è l'unica soluzione.
201773_name;Triss: telecinesi
201773_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=create>crea</keyword> e gioca una carta Speciale Bronzo proveniente dal mazzo attuale di uno dei due giocatori.
201774_fluff;Dandelion mi ha raccontato delle tue gesta. Di come ti spronava con le sue melodie. Di quella volta in cui ammansì il kayran suonando il liuto...
201774_name;Dandelion: vanità
201774_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge una Bestia nemica.
201776_fluff;La penna ferisce più della spada.
201776_name;Dandelion: poeta
201776_tooltip;<keyword=deploy>Schieramento</keyword>: pesca una carta, poi gioca una carta.
201777_fluff;Non è da noi avere paura. Tuttavia, con questo d'hoine... Vernon Roche... è meglio non scherzarci troppo.
201777_name;Roche: spietato
201777_tooltip;<keyword=order>Ordine</keyword>: <keyword=seize>sequestra</keyword> un nemico con forza pari o inferiore alle <keyword=charge>Cariche</keyword> di Roche: spietato, poi perde tutte le <keyword=charge>Cariche</keyword>.\n<keyword=charge>Cariche</keyword>: {Charges}. \nAll'inizio di ogni turno, aggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword>.
201778_fluff;Devo unire i clan. Preferirei evitare una guerra, ma se l'esercito di Nilfgaard dovesse attaccare, dovremo respingerlo insieme.
201778_name;Cerys: impavida
201778_tooltip;postponed
201779_fluff;Tengo a Brokilon più della mia stessa vita. È una madre che si preoccupa dei propri figli. La difenderò a qualsiasi costo.
201779_name;Richiamo della foresta
201779_tooltip;Rimescola un'unità alleata nel tuo mazzo, poi metti in gioco da esso un'unità che ha la stessa categoria primaria e potenziala di {Boost}.
201780_fluff;Sì, ho visto il futuro. E tu non ci sei.
201780_name;Yennefer: divinazione
201780_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=reveal>svela</keyword> un'unità casuale del tuo mazzo, poi potenzia un alleato di una quantità pari alla forza dell'unità svelata.
201781_fluff;Le sorelle avevano previsto il tuo arrivo scrutando la superficie dell'acqua.
201781_name;Imlerith
201781_tooltip;<keyword=order>Ordine</keyword>: se controlli l'unità più forte in campo, danneggia di {Damage} un'unità. \n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
201817_fluff;"Inconcepibile... impossibile", pensò Ciri tornando in sé. "Gli unicorni non esistono, non più, non in questo mondo. Gli unicorni sono estinti."
201817_name;Ihuarraquax
201817_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: entrambi i giocatori <keyword=summon>richiamano</keyword> dal mazzo sulla fila del combattimento corpo a corpo l'unità con il costo di reclutamento più alto.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: entrambi i giocatori <keyword=summon>richiamano</keyword> dal mazzo sulla fila del combattimento a distanza l'unità con il costo di reclutamento più basso.
202044_fluff;Tieni sempre il guinzaglio corto e non avere paura di usare la frusta!
202044_name;Gerwin lo Zoppo
202044_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico e tutte le sue copie.
202054_fluff;Condire ogni porzione con formaggio grattugiato. Aggiungere bulbi oculari per insaporire il tutto. Servire calda.
202054_name;Zuppa d'elfi
202054_tooltip;Distrugge {Maxtargets} unità alleate dello stesso colore, poi <keyword=create>crea</keyword> e mette in gioco un'unità di quel colore.
202064_fluff;Non è la ragione che mi manca, ma l'emozione.
202064_name;Ivo di Belhaven
202064_tooltip;<keyword=order>Ordine</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico.\n<keyword=charge>Cariche</keyword>: {Charges}.\nAggiunge {Charge} alle proprie <keyword=charge>Cariche</keyword> ogni volta che metti in gioco un Witcher.
202093_fluff;Dandelion, sei un cinico bellimbusto, ma sei il mio migliore amico.
202093_name;Dandelion: vincitore
202093_tooltip;Nessuna abilità.
202094_fluff;Un altro passo verso quel carro e ti becchi una freccia nell'occhio!
202094_name;Scorta della carovana
202094_tooltip;Nessuna abilità.
202095_fluff;Per la grazia di Melitele. Giurerei che quella strada era qui da qualche parte...
202095_name;Guida della carovana
202095_tooltip;Nessuna abilità.
202096_fluff;Se è ciò che serve per salvare il mondo, allora è meglio che il mondo finisca.
202096_name;Geralt di Rivia
202096_tooltip;Nessuna abilità.
202097_fluff;Sarebbero quasi buffi, se non fosse per la loro feroce indole omicida.
202097_name;Nekker
202097_tooltip;Nessuna abilità.
202098_fluff;Il libro sacro sostiene che il mondo è un giardino, donato agli uomini dagli dei. E noi uomini abbiamo trascurato questo giardino!
202098_name;Eyck di Denesle
202098_tooltip;<keyword=deploy>Schieramento</keyword>: ottiene <keyword=zeal>Fervore</keyword> se in mano hai un Drago.\n<keyword=order>Ordine</keyword>: distrugge un'unità con almeno {Power} di forza.
202099_fluff;I Randagi di Spalla... Sei tu il loro capo? Colui che chiamano il "Duca dei Cani"?
202099_name;Gascon
202099_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: si potenzia di una quantità casuale compresa tra {Power} e {Power2}.
202100_fluff;Il ragazzo non è adatto a portare la corona. Non ha abbastanza arguzia né coraggio. Lo sappiamo tutti... tranne lui.
202100_name;Principe Villem
202100_tooltip;<keyword=spying>Spia</keyword>.\n<keyword=deploy>Schieramento</keyword>: gioca una carta Oro casuale dal tuo mazzo.
202101_fluff;Vostra Maestà... una regina che interroga il popolo... Non è appropriato...
202101_name;Conte Caldwell
202101_tooltip;Alla fine di ogni turno, si sposta sulla fila con l'unità più forte in campo.
202102_fluff;Il vostro ingegnere sarà anche conciato male, ma sa il fatto suo, questo è certo.
202102_name;Xavier Lemmens
202102_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=banish>bandisce</keyword> tutte le carte del cimitero dell'avversario.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=banish>bandisce</keyword> tutte le carte del tuo cimitero.
202103_fluff;Quando si è stabilito qui, l'hanno combattuto per quasi un secolo. Alla fine, il drago si è stancato e loro hanno capito che non si sarebbe schiodato di lì, così... hanno trovato un accordo. Lui non li disturba, e loro gli portano delle offerte.
202103_name;Keltullis
202103_tooltip;<keyword=melee>Prima fila</keyword>: alla fine di ogni turno, distrugge l'unità meno forte nella metà di campo più popolata.
202104_fluff;"Cosa ho fatto?" urlò il mago, spaventato dalla sua creazione.
202104_name;Terrorizzatore: sveglio
202104_tooltip;<keyword=immune>Immune</keyword>.
202105_fluff;A un tratto, l'acqua paludosa schizzò in tutte le direzioni. Due specie di enormi zampe di mantide costellate di aculei uscirono dal pantano. Quei mostruosi uncini verdi afferrarono un soldato, trascinando il poveretto sotto la superficie dell'acqua.
202105_name;Glustyworp
202105_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge tutte le unità che hanno {Power} di forza. Per ogni unità distrutta, si potenzia di {Boost}.
202106_fluff;Una volta, Brouver Hoog lo stava per cacciare da Mahakam per averlo beccato con un lama in soggiorno. È una lunga storia...
202106_name;Gabor Zigrin
202106_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: ottiene <keyword=resilient>Resistenza</keyword>.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: ottiene <keyword=immune>Immunità</keyword>.\nOgni volta che metti in gioco un Nano, si potenzia di {Boost}.
202107_fluff;È arrivato qui con il suo carretto pieno di carabattole. È andato di casa in casa, lodando quella robaccia che vende. E che cosa ci ha rifilato? Bombe che ti esplodono in mano! Una formula per far crescere la barba che invece la fa bruciare!
202107_name;Barnabas Beckenbauer
202107_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un Elfo, un Nano e una Driade alleati.
202108_fluff;Giurai che non avrei più usato la magia per nuocere agli altri.
202108_name;Isbel di Hagge
202108_tooltip;<keyword=order>Ordine</keyword>, <keyword=ranged>Retrovie</keyword>: guarda la prima carta di entrambi i mazzi. Tienine una e dai l'altra all'avversario.
202109_fluff;Ormai la costa è ripulita da tempo! Così, abbiamo risalito lo Yaruga, per l'oro e la gloria!
202109_name;Gudmund l'Insolente
202109_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: sostituisci tutte le carte del tuo cimitero con quelle del tuo mazzo.
202110_fluff;Gli scudi sono per le femminucce.
202110_name;Dagur Due Spade
202110_tooltip;<keyword=melee>Prima fila</keyword>: si potenzia di {Boost} ogni volta che un nemico viene danneggiato.
202111_fluff;I nilfgaardiani procedevano in direzione della regina senza il minimo accenno di nervosismo. L'uomo a capo della loro armata indossava ricche vesti. Emanava orgoglio... e profumo di muschio.
202111_name;Traheaern var Vdyffir
202111_tooltip;<keyword=deploy>Schieramento</keyword>: guarda le prime {MaxTargets} carte del mazzo avversario e spostane 1 nel suo cimitero.
202112_fluff;Ho prestato servizio per dieci anni sotto vostro marito e per altri otto sotto di voi... e non ho mai combattuto per una causa migliore di questa.
202112_name;Reynard Odo
202112_tooltip;Ogni volta che viene messo in gioco un alleato dotato di <keyword=charge>Cariche</keyword>, aggiunge 1 alle sue <keyword=charge>Cariche</keyword>.
202113_fluff;Le eccezioni peggiorano solo le cose. Gli Scoia'tael devono morire e basta. Saranno gli dei a stabilire chi è innocente.
202113_name;Rayla la Nera
202113_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia un nemico di un valore pari al numero di Umani alleati.
202114_fluff;Cos'è nato prima? L'uovo o la gallina? Al cospetto di un paradosso vivente come la fenice, è decisamente un dilemma banale.
202114_name;Fenice giovane
202114_tooltip;<keyword=doomed>Condannata</keyword>. <keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: si trasforma in una Fenice.
202115_fluff;Una volta, il re inviò un emissario da Eldain... nonostante i miei avvertimenti. Il giorno successivo, lo ritrovammo privo di occhi, con una bandiera bianca ficcata in gola.
202115_name;Eldain
202116_fluff;Siamo in guerra, e un re in guerra non "cerca di scegliere". Impugna spada e scudo e accorre in difesa dei propri sudditi.
202116_name;Regina Meve
202117_fluff;Alle pareti della tomba, vari affreschi ritraevano le paludi dell'Angren e le bestie che le infestavano. Sopra uno degli orrori più grossi erano scritte due parole: Gvaern Ichaer, la signora del sangue.
202117_name;Gernichora
202118_fluff;A casa mia... nel mondo civilizzato... un generale comanda le sue forze. Non si lancia in prima linea come un cane rabbioso.
202118_name;Ardal aep Dahy
202119_fluff;Siamo qui per uccidere. Nilfgaardiani, lyriani... per noi uno vale l'altro. Battaglie, sangue e budella per lavare via il disonore.
202119_name;Arnjolf il Patricida
202121_fluff;Auuuuuuu, auuu, auuuuuuuu!
202121_name;Randagi di Spalla
202121_tooltip;<keyword=deploy>Schieramento</keyword>: sposta un'unità sull'altra fila.
202122_fluff;Conoscevo una coppia che si è separata subito dopo le nozze. Capita, quando c'è di mezzo una bomba piazzata sulla carrozza.
202122_name;Trasportatore di bombe
202122_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un manufatto nemico.
202124_fluff;Un incrocio fra un granchio, un ragno e... una montagna.
202124_name;Arachas gigante
202124_tooltip;Nessuna abilità.
202125_fluff;L'aspetto ripugnante è il modo in cui la natura ci avverte di "girare al largo".
202125_name;Arachas fuco
202125_tooltip;Nessuna abilità.
202126_fluff;Cosa c'è sul carro? Che vuoi che mi importi?
202126_name;Guardia mercenaria
202126_tooltip;Nessuna abilità.
202127_fluff;Sinist, dest, sinist... ma ogni tanto non si potrebbe cambiare un po'?!?
202127_name;Fante disertore
202127_tooltip;Nessuna abilità.
202128_fluff;Maledetta corda! Ho le dita piene di vesciche!
202128_name;Arciere disertore
202128_tooltip;Nessuna abilità.
202129_fluff;Basta colpirli con l'estremità appuntita.
202129_name;Lancia
202129_tooltip;Nessuna abilità.
202130_fluff;La rondine, simbolo della primavera e della rinascita, presta il suo nome a questa pozione che accelera il rimarginarsi delle ferite e il recupero della salute.
202130_name;Pozione Rondine
202130_tooltip;Potenzia di {Boost} un'unità.
202131_fluff;Basta colpirli con l'estremità appuntita.
202131_name;Lancia
202131_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico.
202132_fluff;Con uno schiocco di dita un witcher può accendere una lampada... o incenerire un nemico.
202132_name;Geralt: Igni
202132_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge le una o più unità nemiche più forti.
202133_fluff;Cerco sempre di aiutare, quando posso. Ma se ci crepo... come faccio?
202133_name;Dandelion: generoso
202133_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: potenzia di {Power} tutti gli alleati.
202134_fluff;La sua prole ne ha ereditato la mirabile bellezza.
202134_name;Regina della nidiata
202134_tooltip;Danneggia {MaxTargets} nemici di {Damage}.
202135_fluff;Gli elfi hanno una vista eccezionale e una mira notevole. Lascia che te lo dimostri.
202135_name;Arciere Scoia'tael
202135_tooltip;Nessuna abilità.
202136_fluff;Vuoi farmi credere che l'elfa si è messa a danzare in mezzo alla battaglia? Sei impazzito, caporale?
202136_name;Elfa danzatrice di guerra
202136_tooltip;Nessuna abilità.
202137_fluff;La foresta è la nostra casa... e la vostra tomba.
202137_name;Comandante del commando
202137_tooltip;<keyword=order>Ordine</keyword>: potenzia di {Boost} un'unità.
202138_fluff;A volte la natura contraddice il detto "giovani e belli".
202138_name;Arachas giovane
202138_tooltip;Nessuna abilità.
202139_fluff;Questo elfo è mio. Capito?
202139_name;Capo della carovana
202139_tooltip;Danneggia di {Damage} un'unità e le unità a essa adiacenti.
202140_fluff;Ricordate, cadetti! Chi estrae la spada per primo ha un vantaggio sul nemico!
202140_name;Vantaggio tattico
202140_tooltip;<keyword=immune>Immune</keyword>.\n<keyword=order>Ordine</keyword>: potenzia di {Boost} un alleato, poi viene <keyword=banish>bandita</keyword>.\nSe lascia il campo di battaglia, viene <keyword=banish>bandita</keyword>.
202141_fluff;INVISIBLE, IGNORE
202141_name;INVISIBLE, IGNORE
202142_fluff;Prudenza, signori. Ci sono dei nekker sotto questo ponte.
202142_name;Nekker guerriero
202142_tooltip;Nessuna abilità.
202143_fluff;Se i ghoul sono parte del ciclo della vita, allora è un circolo vizioso.
202143_name;Ghoul
202143_tooltip;Nessuna abilità.
202144_fluff;La nebbia cala e i foglet strisciano sui corpi delle loro vittime.
202144_name;Foglet
202144_tooltip;Nessuna abilità.
202145_fluff;Molte paure ancestrali si annidano nel cuore dell'uomo. Tra queste, il timore della nebbia è fondato...
202145_name;Foglet antico
202145_tooltip;Nessuna abilità.
202146_fluff;I demoni somigliano a cervi. A enormi cervi malvagi.
202146_name;Demonio
202146_tooltip;Nessuna abilità.
202147_fluff;Laggiù! Tra gli alberi!
202147_name;Cercatore
202147_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità.
202148_fluff;Il mio re apprezza... i piaceri della vita. A ogni modo, indulgere in tali diversivi non ha mai compromesso la sua capacità di governare il regno.
202148_name;Re Demavend III
202148_tooltip;<keyword=order>Ordine</keyword>: aggiungi {Charge} alle <keyword=charge>Cariche</keyword> di un'unità. \n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
202149_fluff;Non importa se striscia, cammina o si arrampica. Mangio di tutto. Per quanto riguarda le cose che volano... una volta ho mangiato un aquilone perché era impiastricciato di farina.
202149_name;Angoulême
202149_tooltip;<keyword=order>Ordine</keyword>: metti in gioco un manufatto casuale dal mazzo avversario.
202150_fluff;È da quasi mezzo secolo che non pratico. Gli anni non sono stati benevoli con la mia memoria... e neppure con le mie mani.
202150_name;Vysogota di Corvo
202150_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>, <keyword=ranged>Retrovie</keyword>: potenzia di {Boost} un'unità. \n<keyword=charge>Cariche</keyword>: {Charges}.\nAggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword> ogni volta che uno dei due giocatori gioca una carta.
202151_fluff;Da lontano sembra un orso. Da vicino... beh, un orso più grosso.
202151_name;Falibor
202151_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: distrugge un'unità nemica con <keyword=order>Ordine</keyword>.
202152_fluff;Anna odiava il marito al punto che era pronta a fare qualsiasi cosa pur di sfuggirgli, insieme alla bambina che portava in grembo.
202152_name;Anna Strenger
202152_tooltip;Se alla fine del turno questa unità è potenziata, potenzia di {Boost} le unità adiacenti.
202153_fluff;Un cavaliere non vale meno del suo destriero. E i cavalli lyriani sono tra i migliori del continente.
202153_name;Lyria: cavalleria
202153_tooltip;Si potenzia di {Boost} ogni volta che metti in gioco un'unità dotata di <keyword=order>Ordine</keyword>.
202154_fluff;Scendi da cavallo e affrontami!
202154_name;Rivia: picchiere
202154_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico. Se viene distrutto, danneggia di {Damage2} un altro nemico.
202155_fluff;Posso fare centro da cento passi di distanza! D'accordo, forse non al primo colpo...
202155_name;Lyria: arbalesta
202155_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità. \n<keyword=charge>Cariche</keyword>: {Charges}.\nOgni volta che metti in gioco una carta con <keyword=order>Ordine</keyword>, aggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword>.
202156_fluff;Meglio non ridere dei loro stupidi cappelli. Dammi retta.
202156_name;Lyria: lanzichenecco
202156_tooltip;<keyword=order>Ordine</keyword>: se Lyria: lanzichenecco è potenziata, danneggia di {Damage2} un'unità, altrimenti la danneggia di {Damage}.
202157_fluff;Certo che posso ricucirti, ma ti costerà.
202157_name;Curatrice Hav'caaren
202157_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: potenzia di {Boost} un alleato.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=heal>cura</keyword> un alleato.
202158_fluff;Elfi, nani, per me non fa differenza. Purché paghino.
202158_name;Aiutante Hav'caaren
202158_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato.
202159_fluff;Combattere è una danza, e non devi mai concedere all'avversario di condurla.
202159_name;Spadaccino elfico
202159_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico. Se viene distrutto, riduce il <keyword=cooldown>Recupero</keyword> di {Cooldown1}.\n<keyword=cooldown>Recupero</keyword>: {Cooldown2}.
202160_fluff;Prima ne senti il lezzo, poi ne vedi la sagoma.
202160_name;Demone putrefatto
202160_tooltip;Nessuna abilità.
202161_fluff;La nostra gente si sazia, i nostri nemici sanguinano.
202161_name;Lyria: falciatore
202161_tooltip;<keyword=deploy>Schieramento</keyword>: si potenzia di {Boost} per ogni alleato potenziato.
202162_fluff;Vivo o morto, questo elfo verrà con me. Tienilo a mente.
202162_name;Capo della carovana
202162_tooltip;Nessuna abilità.
202163_fluff;Le lame elfiche sono leggere, ma infliggono ferite molto profonde.
202163_name;Lama elfica
202163_tooltip;Danneggia di {Damage} un'unità non appartenente alla categoria Elfo.
202164_fluff;Non ci coglieranno mai di sorpresa. Non finché ci sarò io.
202164_name;Sentinella elfica
202164_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia un nemico di una quantità pari al numero di file che lo separano da questa unità.
202165_fluff;Uomo o cervo, la strategia è la stessa: mirare in mezzo alle spalle.
202165_name;Cacciatore elfico
202165_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico. Se sopravvive, questa unità si potenzia di {Boost}.
202166_fluff;Ti senti fortunato? Allora, dh'oine?
202166_name;Scavezzacollo elfico
202166_tooltip;Nessuna abilità.
202167_fluff;I più hanno abbandonato per paura. Io l'ho fatto per noia.
202167_name;Disertore sadico
202167_tooltip;Nessuna abilità.
202168_fluff;Perché imparare a trasformare il ferro in oro quando posso guadagnarlo direttamente applicando le mie attuali conoscenze?
202168_name;Mercenaria maga
202168_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un'unità.
202169_fluff;Ossa e giuramenti... Ho sviluppato una certa abilità nell'infrangere entrambi.
202169_name;Mercenario campione
202169_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: si potenzia di {Boost}.
202170_fluff;Finalmente! Posso suonare quello che voglio e al volume che voglio!
202170_name;Tamburino
202170_tooltip;Ogni 5 turni, all'inizio del turno, potenzia di {Boost} le unità adiacenti.
202171_fluff;Chi la brandisce troverà la vittoria in battaglia. Chi la tradisce troverà la morte.
202171_name;Lama maledetta
202171_tooltip;<keyword=order>Ordine</keyword>: potenzia di {Boost} un'unità e le fornisce l'attributo <keyword=doomed>Condannata</keyword>, poi si distrugge.
202172_fluff;Difficile dire cosa fosse peggio nell'esercito, se la paga o il cibo.
202172_name;Veterano
202172_tooltip;Nessuna abilità.
202173_fluff;Un altro passo verso quel carro e ti becchi una freccia nell'occhio!
202173_name;Scorta della carovana
202173_tooltip;Nessuna abilità.
202174_fluff;Per la grazia di Melitele. Giurerei che quella strada era qui da qualche parte...
202174_name;Guida della carovana
202174_tooltip;Nessuna abilità.
202175_fluff;Cosa c'è sul carro? Che vuoi che mi importi?
202175_name;Guardia mercenaria
202175_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: si potenzia di {Boost2}.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: potenzia di {Boost} tutte le altre unità su questa fila.
202176_fluff;Il sogno del buon comandante... e l'incubo di quello incapace.
202176_name;Nebbia impenetrabile
202176_tooltip;Applica questo effetto a una fila nemica:\nPer {Counter} turni, all'inizio del turno, danneggia di {Damage} l'unità più forte di questa fila.
202177_fluff;Dicono che gli elfi capiscono i cavalli meglio degli uomini. E dicono bene.
202177_name;Cavaliere Scoia'tael
202177_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un'unità.
202178_fluff;Abbandonare un amico in pericolo? Giammai!
202178_name;Dandelion: fedele amico
202178_tooltip;Alla fine del round, sposta questa carta dal cimitero nel tuo mazzo.
202179_fluff;Ricordate, cadetti! Chi estrae la spada per primo ha un vantaggio sul nemico!
