1_name_lt;Escarcha Polar
201700_name;Trol del puente
201700_tooltip;<keyword=deathwish>Agonía</keyword>: otorga {Boost} de potencia al aliado con mayor poder.
201701_fluff;Lo que momentos antes parecía solo rocas redondas entre las estalagmitas ahora lo miraba con unos enormes, brillantes y amenazantes ojos.
201701_name;Barbegazi
201701_tooltip;<keyword=order>Orden</keyword>: <keyword=consume>consume</keyword> a una unidad aliada.\n<keyword=charge>Carga</keyword>: {Charges}.
201704_fluff;Si nuestros exploradores no regresan pronto, volvemos tras nuestros pasos. Los brutos de por aquí dicen que los bosques están llenos de ardillas, y no de las que comen nueces.
201704_name;Explorador
201704_tooltip;<keyword=deploy>Despliegue</keyword>: quita un efecto de fila de una fila aliada.
201709_fluff;«¿Qué está grabado en esta hoja? ¿Es una maldición?» «No, un insulto.»
201709_name;Equilibrar
201709_tooltip;Inflige {Damage} de daño a todos los enemigos con poder impar.
201710_fluff;«¿Qué está grabado en esta hoja? ¿Es una maldición?» «No, un insulto.»
201710_name;Perturbar
201710_tooltip;Inflige {Damage} de daño a todos los enemigos con poder par.
201725_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201725_name;Troco: Mago
201725_tooltip;Envía a Troco a la Academia Ban Ard para Muchachos.
201726_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201726_name;Troco: Mago
201726_tooltip;<keyword=deploy>Despliegue</keyword>: transforma la carta que esté más a la derecha en la mano de cada jugador en una carta especial al azar.
201727_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201727_name;Troco: Mago
201727_tooltip;<keyword=deploy>Despliegue</keyword>: mueve una unidad al azar a la fila opuesta.
201728_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201728_name;Troco: Mago
201728_tooltip;<keyword=deploy>Despliegue</keyword>: aplica un efecto de fila al azar en todas las filas.
201729_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201729_name;Troco: Mago
201729_tooltip;<keyword=deploy>Despliegue</keyword>: divide {Damage} de daño al azar entre todas las demás unidades del campo de batalla.
201730_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201730_name;Troco: Mago
201730_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> e <keyword=summon>invoca</keyword> una unidad al azar en una fila al azar en cada lado.
201731_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201731_name;Troco: Cazador
201731_tooltip;Envía a Troco al bosque de Dol Blathanna.
201732_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201732_name;Troco: Cazador
201732_tooltip;<keyword=deploy>Despliegue</keyword>: juega una carta al azar de tu mazo.
201733_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201733_name;Troco: Cazador
201733_tooltip;<keyword=deploy>Despliegue</keyword>: divide {Damage2} de daño al azar entre todas las unidades enemigas.
201734_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201734_name;Troco: Cazador
201734_tooltip;<keyword=deploy>Despliegue</keyword>: otorga entre {Boost} y {Boost2} de poder a todas las unidades en tu mano.
201735_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201735_name;Troco: Cazador
201735_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un enemigo al azar.
201736_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201736_name;Troco: Cazador
201736_tooltip;<keyword=deploy>Despliegue</keyword>: aplica un efecto de fila al azar en una fila enemiga.
201737_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201737_name;Troco: Caballero
201737_tooltip;Envía a Troco a la Academia militar de la Corte imperial.
201738_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201738_name;Troco: Caballero
201738_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage3} de daño a un enemigo.
201739_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201739_name;Troco: Caballero
201739_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword> a una unidad.
201740_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201740_name;Troco: Caballero
201740_tooltip;<keyword=deploy>Despliegue:</keyword> obtiene <keyword=resilient>Resiliencia</keyword>.
201741_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201741_name;Troco: Caballero
201741_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo.
201742_fluff;Otros troles siempre lo han considerado un poco raro; después de todo, ¿quién prefiere trozos de papeles coloridos a las rocas?
201742_name;Troco: Caballero
201742_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost4} de potencia a un aliado.
201743_fluff;Sus hijos heredaron su belleza.
201743_name;Arachas reina
201743_tooltip;Siempre que una unidad aliada es destruida durante tu turno, <keyword=spawn>genera</keyword> un Arachas Zángano y lo <keyword=summon>invoca</keyword> en una fila aliada al azar.
201744_fluff;Llevado por el viento por todo el continente... sembrando locura y desgracia donde quiera que cae.
201744_name;Esporas
201744_tooltip;Restablece el poder base de una unidad.
201748_fluff;Como le gusta decir al rey Foltest, lo importante no es el tamaño, sino si completa la tarea.
201748_name;Orgullo de Foltest
201748_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo y a todos los enemigos de igual poder. \n<keyword=charge>Carga</keyword>: {Charges}.
201749_fluff;¿Hueles eso? Es el olor de la felicidad.
201749_name;Espuma dorada
201749_tooltip;Otorga {Boost} de potencia a todas las unidades en una fila.
201753_fluff;Somos la milicia, ¿sabes? Mantenemos la paz.
201753_name;Milicia campesina
201753_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado.
201772_fluff;Una vez acepté un trabajo. Me pidieron elegir mi recompensa e invoqué la ley de la sorpresa.
201772_name;Geralt: Profesional
201772_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo. Si su poder era múltiplo de {Power}, lo destruye.
201773_fluff;Las ataduras no bastarán. Una mordaza tampoco hará que sea menos peligrosa. No, la dimerita es la única solución.
201773_name;Triss: Telequinesis
201773_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=create>crea</keyword> y juega una carta especial de bronce del mazo actual de cualquier jugador.
201774_fluff;Jaskier me habló de tus aventuras. De cómo te preparó para la batalla con sus canciones, de cómo domó al kayran con su laúd...
201774_name;Jaskier: Vanagloria
201774_tooltip;<keyword=deploy>Despliegue</keyword>: destruye una bestia enemiga.
201776_fluff;La pluma es más poderosa que la espada.
201776_name;Jaskier: Poeta
201776_tooltip;<keyword=deploy>Despliegue</keyword>: roba una carta; luego, juega una carta.
201777_fluff;El miedo no nos conviene. Aun así, hay un cierto d'hoine... Vernon Roche. Cuídate de él.
201777_name;Roche: Despiadado
201777_tooltip;<keyword=order>Orden</keyword>: <keyword=seize>toma</keyword> a un enemigo cuyo poder sea igual o menor a las <keyword=charge>cargas</keyword> de Roche: Despiadado, luego elimina todas las <keyword=charge>cargas</keyword>. \n<keyword=charge>Carga</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> al inicio de cada turno.
201778_fluff;Debo unir a los clanes. Me gustaría evitar la guerra, pero si Nilfgaard desea atacar, debemos repelerlos juntos.
201778_name;Cerys: Temeraria
201778_tooltip;postponed
201779_fluff;Aprecio a Brokilon más que a mi propia vida. Es una madre que se preocupa por sus hijos. La defenderé hasta mi último aliento.
201779_name;Llamado del bosque
201779_tooltip;Regresa una unidad aliada a tu mazo, luego juega una unidad con la misma categoría principal desde tu mazo y le otorga {Boost} de potencia.
201780_fluff;Así es, he visto el futuro. Y tú no estás en él.
201780_name;Yennefer: Adivinación
201780_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=reveal>revela</keyword> una unidad al azar de tu mazo y potencia a un aliado con su poder.
201781_fluff;Las hermanas dijeron que vendrías. Vieron tu llegada en la superficie del agua.
201781_name;Imlerith
201781_tooltip;<keyword=order>Orden</keyword>: si controlas la unidad con mayor poder, inflige {Damage} de daño a una unidad. \n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
201817_fluff;"Inconcebible. Imposible", pensó Ciri mientras recobraba la calma. "Los unicornios no existen, ya no, no en este mundo. Los unicornios se extinguieron".
201817_name;Ihuarraquax
201817_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: cada jugador <keyword=summon>invoca</keyword> la unidad con el mayor costo de reclutamiento de su mazo a la fila de melé.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: cada jugador <keyword=summon>invoca</keyword> la unidad con menor costo de reclutamiento de su mazo a la fila a distancia.
202044_fluff;Mantén a las alimañas controladas. ¡Y no temas usar el látigo!
202044_name;Gerwin el Rengo
202044_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo y a todas sus copias.
202054_fluff;Acompaña cada plato con queso rallado. Añade ojos al gusto. Sírvase caliente.
202054_name;Sopa de elfo
202054_tooltip;Destruye {Maxtargets} unidades aliadas del mismo color. Luego, <keyword=create>crea</keyword> y juega una unidad de ese color.
202064_fluff;No es razón de lo que carezco, solo de emoción.
202064_name;Ivo de Belhaven
202064_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo. \n<keyword=charge>Carga</keyword>: {Charges}.\nObtiene {Charge} <keyword=charge>carga</keyword> cada vez que juegas un brujo.
202093_fluff;Jaskier, eres cínico, vicioso, libertino, embustero... y mi mejor amigo.
202093_name;Jaskier: Vencedor
202093_tooltip;Sin habilidad.
202094_fluff;¡Un paso más hacia ese vagón y tendrás una flecha en tu ojo!
202094_name;Escolta de caravana
202094_tooltip;Sin habilidad.
202095_fluff;Por la gracia de Melitele, juro que ese camino estaba por aquí en algún lado...
202095_name;Guía de la caravana
202095_tooltip;Sin habilidad.
202096_fluff;Si eso es lo que hace falta para salvar al mundo, es mejor dejar que sucumba.
202096_name;Geralt de Rivia
202096_tooltip;Sin habilidad.
202097_fluff;Esas malditas cosas resultan casi adorables si ignoras su aspecto asesino.
202097_name;Nekker
202097_tooltip;Sin habilidad.
202098_fluff;El Buen Libro dice que el mundo es un jardín que los dioses le otorgaron al hombre. ¡Y nosotros los hombres abandonamos el jardín!
202098_name;Eyck de Denesle
202098_tooltip;<keyword=deploy>Despliegue</keyword>: si tienes a un Dragón en tu mano, obtienes <keyword=zeal>Fervor</keyword>\n<keyword=order>Orden</keyword>: destruye a una unidad con {Power} o más de poder.
202099_fluff;La Jauría de Spalla, ¿eres tú quien los lidera? ¿Eres al que llaman el Duque de perros?
202099_name;Gascon
202099_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: otorga entre {Power} y {Power2} de poder a esta unidad.
202100_fluff;El chico no es apto para llevar la corona. No tiene ni la sensatez ni el valor. Yo lo sé, tú lo sabes... él, lo desconoce.
202100_name;Príncipe Villem
202100_tooltip;<keyword=spying>Espiar</keyword>.\n<keyword=deploy>Despliegue</keyword>: juega una carta dorada al azar de tu mazo.
202101_fluff;Su Majestad... Que la reina cuestione a los plebeyos, no es propio...
202101_name;Conde Caldwell
202101_tooltip;Al final de cada turno, se mueve a la fila con la unidad más alta en el campo de batalla.
202102_fluff;Tu ingeniero tiene una cabeza que parece carne guisada, pero conoce su oficio, eso es seguro.
202102_name;Xavier Lemmens
202102_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=banish>destierra</keyword> todas las cartas en el cementerio de tu oponente. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=banish>destierra</keyword> todas las cartas en tu cementerio.
202103_fluff;Cuando se estableció aquí, lucharon por casi un siglo. Luego el dragón se hartó de pelear y se dieron cuenta de que no se movería... así que hicieron un trato. Él no los molestaría y ellos le darían lo que necesitara.
202103_name;Keltullis
202103_tooltip;<keyword=melee>Melé</keyword>: al final de cada turno, destruye a la unidad de menor poder en el lado con más unidades.
202104_fluff;«¿Qué he hecho?», gritó el mago, asustado por su propia creación.
202104_name;Espanto: Despierto
202104_tooltip;<keyword=immune>Inmune</keyword>.
202105_fluff;El pantano a sus pies explotó de pronto. Dos largas extremidades similares a las de una mantis se levantaron como dos lanzas desde la oscuridad. Los garfios verdes y monstruosos atraparon a un desafortunado soldado, arrastrándolo bajo el agua.
202105_name;Babagor
202105_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a todas las unidades con {Power} de poder. Por cada unidad destruida, otorga {Boost} de potencia a esta unidad.
202106_fluff;Una vez Brouver Hoog quiso sacarlo a patadas de Mahakam por tener una llama en su salón... es una larga historia.
202106_name;Gabor Zigrin
202106_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: obtén <keyword=resilient>Resiliencia</keyword>.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: obtén <keyword=immune>Inmune</keyword>.\nCuando juegues un Enano, otorga {Boost} de potencia a esta unidad.
202107_fluff;Llegó aquí con su carreta llena de chucherías y artefactos. Fue de puerta en puerta, dejando su porquería por los cielos. ¿Y qué nos vendió? ¡Bombas que explotan en tu mano y tónicos para barba que hacen que tu cabello se incendie!
202107_name;Barnabás Beckenbauer
202107_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un Elfo, un Enano y una Dríada.
202108_fluff;Prometí nunca volver a usar magia para dañar a otros.
202108_name;Isbel de Hagge
202108_tooltip;<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: mira la primera carta de ambos mazos. Conserva una y dale la otra a tu oponente.
202109_fluff;La costa hacía mucho que no tenía nada. Así que avanzamos nuestros barcos por el Yaruga, ¡por el oro y la gloria!
202109_name;Gudmund el Bocazas
202109_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: cambia todas las cartas en tu cementerio con tu mazo.
202110_fluff;Los escudos son para las florecitas.
202110_name;Dagur dos espadas
202110_tooltip;<keyword=melee>Melé</keyword>: siempre que un enemigo reciba daño, otorga {Boost} de potencia a esta unidad.
202111_fluff;Los nilfgaardianos avanzaron hacia la reina sin mostrar pánico alguno. El líder de los nilfgaardianos estaba cubierto de túnicas elegantes. Exudaba orgullo... y hedor a almizcle.
202111_name;Traheaern var Vdyffir
202111_tooltip;<keyword=deploy>Despliegue</keyword>: mira las primeras {MaxTargets} cartas en el mazo de tu oponente y mueve 1 a tu cementerio.
202112_fluff;Diez años serví bajo su esposo. Otros ocho bajo su mandato. Y en ese tiempo, jamás luché por una causa más justa.
202112_name;Reynard Odo
202112_tooltip;Siempre que se juegue una unidad aliada con <keyword=charge>carga</keyword>, le concede 1 <keyword=charge>carga</keyword>.
202113_fluff;Las excepciones son un camino despejado hacia el derramamiento de sangre humana. Todos los Scoia'tael deben morir. Que los dioses se encarguen de separar el trigo de la maleza.
202113_name;Rayla la Negra
202113_tooltip;<keyword=deploy>Despliegue</keyword>: inflige daño al enemigo según la cantidad de humanos aliados.
202114_fluff;¿Qué fue primero, el huevo o la gallina? Comparado con el enigma que es el fénix, esa cuestión parece absolutamente banal.
202114_name;Cría de fénix
202114_tooltip;<keyword=doomed>Condenado</keyword>. <keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: se transforma en Fénix.
202115_fluff;El rey envió a un emisario a Eldain... pese a que le aconsejé lo contrario. Encontramos al emisario al día siguiente, sin sus ojos y con el asta de su bandera blanca en la garganta.
202115_name;Eldain
202116_fluff;Estamos en guerra cuando nuestros gobernantes no se esfuerzan ni eligen. Cuando los gobernantes toman espada y escudo y cabalgan para defender a los suyos.
202116_name;Reina Meve
202117_fluff;Los murales e la tumba muestras los pantanos de Angren y las bestias que merodean en ellos. Dos palabras aparecen inscritas sobre el más grande de los horrores: Gvaern Ichaer, la dama sangrienta.
202117_name;Gernichora
202118_fluff;En mi hogar, en el mundo civilizado, un general comanda su fuerza. No se apresura y da vueltas como un pollo sin cabeza.
202118_name;Ardal aep Dahy
202119_fluff;Nos gusta matar. Nilfgaardianos, lyrios... todos son iguales. Lucha, sangre y tripas para lavar nuestra vergüenza.
202119_name;Arnjolf el Parricida
202121_fluff;¡Auuuu, auuuuu, auuuuuuuu!
202121_name;Jauría de Spalla
202121_tooltip;<keyword=deploy>Despliegue</keyword>: mueve una unidad a la otra fila.
202122_fluff;Conocí a una joven pareja una vez, se separaron justo después de la boda. Solo bastó una bomba en el carruaje.
202122_name;Limpiador de bombas
202122_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo.
202124_fluff;Es la cruza entre un cangrejo, una araña... y una montaña.
202124_name;Arachas descomunal
202124_tooltip;Sin habilidad.
202125_fluff;Feo: es la forma que tiene la naturaleza de decirnos que nos alejemos.
202125_name;Arachas zángano
202125_tooltip;Sin habilidad.
202126_fluff;¿Qué tiene este vagón? ¿Y por qué debería importarme?
202126_name;Guardia mercenario
202126_tooltip;Sin habilidad.
202127_fluff;Izquierda, derecha, izquierda, derecha... ¿no podríamos variar de vez en cuando?
202127_name;Sirviente desertor
202127_tooltip;Sin habilidad.
202128_fluff;¡Maldita cuerda! ¡Tengo ampollas en todos los dedos!
202128_name;Arquero desertor
202128_tooltip;Sin habilidad.
202129_fluff;Dales con el lado puntiagudo.
202129_name;Lanza
202129_tooltip;Sin habilidad.
202130_fluff;La golondrina, que simboliza la primavera y el rejuvenecimiento, le da nombre a esta poción que acelera la velocidad a la que las heridas se cierran y se curan.
202130_name;Golondrina
202130_tooltip;Otorga {Boost} de potencia a una unidad.
202131_fluff;Dales con el lado puntiagudo.
202131_name;Lanza
202131_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.
202132_fluff;El chasquido de los dedos de un brujo puede encender una lámpara... o incinerar a un enemigo.
202132_name;Geralt: Igni
202132_tooltip;<keyword=deploy>Despliegue</keyword>: destruye las unidades enemigas de mayor poder.
202133_fluff;Intento ayudar siempre que puedo. Pero no podré hacerlo si estoy muerto.
202133_name;Jaskier: Encantador
202133_tooltip;<keyword=zeal>Fervor</keyword>. <keyword=order>Orden</keyword>: otorga {Power} de potencia a todos los aliados.
202134_fluff;Sus hijos heredaron su belleza.
202134_name;Reina del enjambre
202134_tooltip;Inflige {Damage} de daño a {MaxTargets} enemigos.
202135_fluff;Los elfos tienen una visión excelente y una puntería impecable. Ven, déjame mostrarte.
202135_name;Arquero Scoia'tael
202135_tooltip;Sin habilidad.
202136_fluff;¿Me está diciendo que la elfa bailó en medio de la refriega? ¡¿Acaso ha perdido el juicio, cabo?!
202136_name;Bailarina de guerra
202136_tooltip;Sin habilidad.
202137_fluff;Este bosque es nuestro hogar, y tu tumba.
202137_name;Líder de comando
202137_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a una unidad.
202138_fluff;En el mundo de la naturaleza, la juventud a veces no es sinónimo de belleza.
202138_name;Cría de Arachas
202138_tooltip;Sin habilidad.
202139_fluff;Este elfo es mío. ¡Mío, he dicho!
202139_name;Líder de caravana
202139_tooltip;Inflige {Damage} de daño a una unidad y a sus unidades adyacentes.
202140_fluff;¡Recuerden, cadetes! ¡El que primero desenfunde la espada tiene la ventaja sobre su enemigo!
202140_name;Ventaja táctica
202140_tooltip;<keyword=immune>Inmune</keyword>.\n<keyword=order>Orden</keyword>: otorga {Boost} de potencia a un aliado, luego <keyword=banish>destierra</keyword> a esta unidad.\nSi se aleja del campo de batalla, se <keyword=banish>destierra</keyword>.
202141_fluff;INVISIBLE, IGNORE
202141_name;INVISIBLE, IGNORE
202142_fluff;Cuidado, caballeros, hay nekkers debajo de este puente.
202142_name;Nekker guerrero
202142_tooltip;Sin habilidad.
202143_fluff;Si los ghuls son parte del círculo de la vida, qué cruel resulta esta.
202143_name;Ghul
202143_tooltip;Sin habilidad.
202144_fluff;La niebla llega con mullidas pisadas de gato. Las boiras se arrastran como gusanos sobre los cadáveres de sus víctimas.
202144_name;Boira
202144_tooltip;Sin habilidad.
202145_fluff;Muchos miedos primigenios aterrorizan los corazones de los hombres. El miedo a la niebla está bien fundado...
202145_name;Boira anciano
202145_tooltip;Sin habilidad.
202146_fluff;Un demonio se asemeja a un ciervo. A un ciervo enorme y maligno.
202146_name;Demonio
202146_tooltip;Sin habilidad.
202147_fluff;¡Ahí! ¡Entre los árboles!
202147_name;Rastreador
202147_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.
202148_fluff;Mi rey disfruta de la vida... Disfruta de los placeres y se consiente con frecuencia. Sin embargo, esto no ha entorpecido su habilidad para gobernar el reino.
202148_name;Rey Demavend III
202148_tooltip;<keyword=order>Orden</keyword>: otorga {Charge} <keyword=charge>carga</keyword> a una unidad.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
202149_fluff;No importa si se arrastra, repta o trepa, nómbralo y seguro ya lo he comido. Y para las cosas que vuelan... Una vez me comí una cometa solo porque tenía un poco de harina.
202149_name;Angoulême
202149_tooltip;<keyword=order>Orden</keyword>: juega un artefacto al azar desde el mazo de tu oponente.
202150_fluff;Ya ha pasado casi medio siglo desde que practiqué la medicina. Los años no han sido generosos con mi memoria... Ni con la destreza de los dedos.
202150_name;Vysogota de Corvo
202150_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: otorga {Boost} de potencia a una unidad. \n<keyword=charge>Carga</keyword>:{Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> siempre que un jugador juegue una carta.
202151_fluff;Desde lejos parece un oso. Desde cerca, pues... un oso más grande.
202151_name;Falibor
202151_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: destruye una unidad enemiga con <keyword=order>Orden</keyword>.
202152_fluff;Anna odiaba tanto a su esposo que estaba dispuesta a hacer cualquier cosa para librarse de él, y del niño que había puesto en su interior.
202152_name;Anna Strenger
202152_tooltip;Si al terminar cada turno esta unidad es potenciada, otorga {Boost} de potencia a las unidades aliadas adyacentes.
202153_fluff;La valía de un jinete depende en gran medida en su corcel. Y los caballos lyrios están entre los mejores del continente.
202153_name;Caballería lyria
202153_tooltip;Cada vez que juegas una unidad con <keyword=order>Orden</keyword>, otorga {Boost} de potencia a esta unidad.
202154_fluff;¡Bájate de ese caballo y enfréntame!
202154_name;Rivia: Piquero
202154_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si lo destruye, inflige {Damage2} de daño a otro enemigo.
202155_fluff;¡Puedo darle al blanco a más de cien pasos! Bueno, tal vez no en el primer disparo...
202155_name;Arbalestero lyrio
202155_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Carga</keyword>: {Charges}.\nGana {Charges2} <keyword=charge>carga</keyword> cada vez que juegas una carta con <keyword=order>Orden</keyword>.
202156_fluff;Lo mejor es no reírse de sus estúpidos sombreros. Créeme.
202156_name;Lyria: Lansquenete
202156_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad. Si Lyria: Lansquenete es potenciada, inflige {Damage2} de daño a una unidad.
202157_fluff;Claro que te curaré. Pero te costará dinero.
202157_name;Sanadora havekar
202157_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: otorga {Boost} de potencia a un aliado. \n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=heal>cura</keyword> a un aliado.
202158_fluff;Elfo o enano. Para mí son lo mismo; siempre que tengan dinero.
202158_name;Soldado havekar
202158_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado.
202159_fluff;El combate es una danza en la cual nunca debes permitir que el oponente guíe.
202159_name;Espadachina élfica
202159_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown2}.\nSi el enemigo es destruido, reduce su <keyword=cooldown>enfriamiento</keyword> en {Cooldown1}.
202160_fluff;Su hedor llegará antes de que los veas.
202160_name;Demonio podrido
202160_tooltip;Sin habilidad.
202161_fluff;A nuestra gente alimentan y a los enemigos ahuyentan.
202161_name;Guadañero lyrio
202161_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a esta unidad por cada aliado potenciado.
202162_fluff;Vivo o muerto, este elfo será mío. Recuerda estas palabras.
202162_name;Líder de caravana
202162_tooltip;Sin habilidad.
202163_fluff;Las espadas élficas son ligeras, pero infligen un gran daño.
202163_name;Espada élfica
202163_tooltip;Inflige {Damage} de daño a una unidad no Elfa.
202164_fluff;Nunca nos tomarán por sorpresa, no mientras yo esté aquí.
202164_name;Centinela elfo
202164_tooltip;<keyword=deploy>Despliegue</keyword>: inflige daño al enemigo según la cantidad de filas que lo separan de esta unidad.
202165_fluff;Hombre o venado, es lo mismo... Solo apunta entre los hombros.
202165_name;Cazador elfo
202165_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si sobrevive, otorga {Boost} de potencia a esta unidad.
202166_fluff;¿Te sientes con suerte? Vamos, dímelo, dh'oine.
202166_name;Matón elfo
202166_tooltip;Sin habilidad.
202167_fluff;Muchos se fueron porque tenían miedo. Yo me fui porque estaba aburrido.
202167_name;Desertor sádico
202167_tooltip;Sin habilidad.
202168_fluff;¿Por qué aprender a cambiar el hierro a oro cuando puedo ganarlo usando lo que ya sé?
202168_name;Hechicera mercenaria
202168_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a una unidad.
202169_fluff;Huesos y juramentos... Resulté ser bastante bueno para romper ambos.
202169_name;Campeón mercenario
202169_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: otorga {Boost} de potencia a esta unidad.
202170_fluff;¡Al fin! ¡Puedo tocar lo que quiera y al volumen que me plazca!
202170_name;Tamborilero
202170_tooltip;Cada 5 turnos, al inicio del turno, otorga {Boost} de potencia a las unidades adyacentes.
202171_fluff;Quienquiera que la blanda, encontrará la victoria en la batalla. Entonces, rodeado de traición caerá.
202171_name;Hoja maldita
202171_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a una unidad y la deja <keyword=doomed>Condenada</keyword>, luego se destruye.
202172_fluff;No sé qué era peor en el ejército: la paga o la comida.
202172_name;Veterano
202172_tooltip;Sin habilidad.
202173_fluff;¡Un paso más hacia ese vagón y tendrás una flecha en tu ojo!
202173_name;Escolta de caravana
202173_tooltip;Sin habilidad.
202174_fluff;Por la gracia de Melitele, juro que ese camino estaba por aquí en algún lado...
202174_name;Guía de la caravana
202174_tooltip;Sin habilidad.
202175_fluff;¿Qué tiene este vagón? ¿Y por qué debería importarme?
202175_name;Guardia mercenario
