1_name_lt;Froid mordant
201735_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201735_name;Échøp : chasseur
201735_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez un ennemi aléatoire.
201736_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201736_name;Échøp : chasseur
201736_tooltip;<keyword=deploy>Déploiement</keyword> : appliquez un effet de ligne aléatoire sur une ligne ennemie.
201737_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201737_name;Échøp : chevalier
201737_tooltip;Envoyez Échøp à l'académie militaire de la cour impériale.
201738_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201738_name;Échøp : chevalier
201738_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage3} point(s) de dégâts à un ennemi.
201739_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201739_name;Échøp : chevalier
201739_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=lock>verrouillez</keyword> une unité.
201740_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201740_name;Échøp : chevalier
201740_tooltip;<keyword=deploy>Déploiement</keyword> : gagnez l'attribut <keyword=resilient>Ténacité</keyword>.
201741_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201741_name;Échøp : chevalier
201741_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez un artefact ennemi.
201742_fluff;Les autres trolls l'ont toujours trouvé un peu bizarre. Après tout, quel troll sain d'esprit préférerait des morceaux de papier colorés aux pierres ?
201742_name;Échøp : chevalier
201742_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost4} point(s).
201743_fluff;Ses enfants ont hérité de sa beauté.
201743_name;Reine des arachas
201743_tooltip;Chaque fois qu'une unité alliée est détruite durant votre tour, <keyword=spawn>générez</keyword> un Bourdon arachas et <keyword=summon>invoquez</keyword>-le sur une ligne alliée aléatoire.
201744_fluff;Portées par le vent à travers le continent, elles sèment la folie et la maladie où qu'elles retombent.
201744_name;Spores
201744_tooltip;Rétablissez la force initiale d'une unité.
201748_fluff;Comme le dit si bien le roi Foltest, ce n'est pas la taille qui compte, mais l'efficacité.
201748_name;Fierté de Foltest
201748_tooltip;<keyword=order>Ordre</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi et à tous les autres ennemis disposant de la même force. \n{Charges} <keyword=charge>utilisation(s)</keyword>.
201749_fluff;Vous sentez ça ? C'est l'odeur du bonheur.
201749_name;Mousse dorée
201749_tooltip;Améliorez toutes les unités d'une ligne de {Boost} point(s).
201753_fluff;On est la milice. On maintient la paix.
201753_name;Milice paysanne
201753_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s).
201772_fluff;Un jour, j'ai accepté un travail, et rempli ma mission. Pour ma récompense, j'ai invoqué le Droit de surprise.
201772_name;Geralt : spécialiste
201772_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. Si sa force est un multiple de {Power}, détruisez l'unité à la place.
201773_fluff;Des liens ne suffiront pas. Et un bâillon ne la rendra pas moins dangereuse. Non, le dimeritium est la seule solution.
201773_name;Triss : télékinésie
201773_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=create>créez</keyword> et jouez une carte spéciale Bronze depuis le jeu actuel de chaque joueur.
201774_fluff;Jaskier m'a raconté toutes vos aventures ! Tous ses chants guerriers, ou encore la fois où il a dompté un keyran avec son luth…
201774_name;Jaskier : vantardise
201774_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez une Bête ennemie.
201776_fluff;La plume est plus puissante que l'épée !
201776_name;Jaskier : poète
201776_tooltip;<keyword=deploy>Déploiement</keyword> : piochez une carte, puis jouez une carte.
201777_fluff;Nous ignorons la peur. Mais il y a un dh'oine… Vernon Roche. Méfiez-vous de lui.
201777_name;Roche : impitoyable
201777_tooltip;<keyword=order>Ordre</keyword> : <keyword=seize>saisissez</keyword> un ennemi dont la force est inférieure ou égale au nombre d'<keyword=charge>utilisations</keyword> de Roche : impitoyable, puis retirez toutes les <keyword=charge>utilisations</keyword> de ce dernier. \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nAu début de chaque tour, la présente unité gagne {Charges2} <keyword=charge>utilisation(s)</keyword>.
201778_fluff;Je dois absolument unir les clans. J'aimerais autant éviter la guerre, mais si Nilfgaard nous attaque, nous devrons faire front ensemble.
201778_name;Cerys : intrépide
201778_tooltip;postponed
201779_fluff;Je tiens plus à Brokilone qu'à ma propre vie. C'est une mère qui tient à ses enfants. Je la défendrai jusqu'à mon dernier soupir.
201779_name;Appel de la forêt
201779_tooltip;Mélangez une unité alliée dans votre jeu, puis jouez une unité de la même catégorie principale depuis votre jeu et améliorez-la de {Boost} point(s).
201780_fluff;Oui, j'ai vu l'avenir. Et vous n'en faites pas partie.
201780_name;Yennefer : divination
201780_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=reveal>révélez</keyword> une unité aléatoire de votre jeu et améliorez un allié d'un nombre de points équivalent à sa force.
201781_fluff;Les sœurs m'avaient averti de votre venue. Elles ont vu votre arrivée dans les reflets de l'eau.
201781_name;Imlerith
201781_tooltip;<keyword=order>Ordre</keyword> : si vous contrôlez l'unité disposant de la force la plus élevée, infligez {Damage} point(s) de dégâts à une unité. \n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
201817_fluff;« C'est pas croyable ! se dit Ciri en reprenant ses esprits. Voyons, il n'y a plus de licornes en ce monde, elles ont disparu ! »
201817_name;Ihuarraquax
201817_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : chaque joueur <keyword=summon>invoque</keyword> l'unité disposant du coût de recrutement le plus élevé sur la ligne de combat rapproché.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : chaque joueur <keyword=summon>invoque</keyword> l'unité disposant du coût de recrutement le plus faible sur la ligne de combat à distance.
202044_fluff;Serrez la bride à la vermine. Et n'ayez pas peur d'utiliser ce fouet !
202044_name;Gerwin Patte-Folle
202044_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi et à toutes ses copies.
202054_fluff;Garnir l'assiette de fromage râpé. Ajouter des yeux pour le goût. Servir bien chaud.
202054_name;Gratinée d'elfe
202054_tooltip;Détruisez {Maxtargets} unités alliées de même couleur, puis <keyword=create>créez</keyword> et jouez une unité de cette couleur.
202064_fluff;Je n'ai pas perdu la raison, je n'éprouve simplement aucune émotion.
202064_name;Ivo de Belhaven
202064_tooltip;<keyword=order>Ordre</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n{Charges} <keyword=charge>utilisation(s)</keyword>.\nLa présente unité gagne {Charge} <keyword=charge>utilisation(s)</keyword> chaque fois que vous jouez un Sorceleur.
202093_fluff;Je ne mens pas, j'enjolive. Ça n'a rien à voir.
202093_name;Jaskier : victorieux
202093_tooltip;Aucune capacité.
202094_fluff;Faites un pas de plus vers ce chariot, et je vous colle une flèche en pleine tête !
202094_name;Escorte de caravane
202094_tooltip;Aucune capacité.
202095_fluff;Par Melitele, j'aurais juré que ce chemin était dans le coin…
202095_name;Guide de caravane
202095_tooltip;Aucune capacité.
202096_fluff;À choisir entre deux maux, je préfère ne pas choisir du tout.
202096_name;Geralt de Riv
202096_tooltip;Aucune capacité.
202097_fluff;Ils seraient presque mignons, si on oubliait un instant que ce sont des saletés de tueurs.
202097_name;Nekker
202097_tooltip;Aucune capacité.
202098_fluff;Le Livre du bon nous dit que le monde est un jardin offert aux hommes par les dieux. Et nous avons négligé ce jardin !
202098_name;Eyck de Denesle
202098_tooltip;<keyword=deploy>Déploiement</keyword> : si vous avez un Dragon en main, gagnez l'attribut <keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : détruisez une unité disposant d'au moins {Power} point(s) de force.
202099_fluff;Les chiens errants de Spalla, c'est vous qui les dirigez ? C'est vous, le duc des chiens ?
202099_name;Gascon
202099_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez la présente unité d'un montant aléatoire compris entre {Power} et {Power2} points de force.
202100_fluff;Ce gamin n'est pas digne de porter la couronne. Il n'est ni assez courageux ni assez malin pour ça. Je le sais, vous aussi… mais lui l'ignore.
202100_name;Prince Villem
202100_tooltip;<keyword=spying>Espion</keyword>.\n<keyword=deploy>Déploiement</keyword> : jouez une carte Or aléatoire de votre jeu.
202101_fluff;Votre Majesté… Il ne serait pas séant que la reine interroge elle-même des roturiers…
202101_name;Comte Caldwell
202101_tooltip;À la fin de chaque tour, déplacez la présente unité vers la ligne du champ de bataille où se situe l'unité disposant de la force la plus élevée.
202102_fluff;Votre ingénieur a une sale trogne, mais pour sûr, il connaît son affaire.
202102_name;Xavier Lemmens
202102_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=banish>bannissez</keyword> toutes les cartes du cimetière de votre adversaire.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=banish>bannissez</keyword> toutes les cartes de votre cimetière.
202103_fluff;Quand il s'est installé par ici, il les a combattus presque un siècle durant. Le dragon s'est lassé de combattre et ils comprirent qu'ils n'arriveraient à rien… alors ils ont conclu un marché. Offrandes contre tranquillité.
202103_name;Keltullis
202103_tooltip;<keyword=melee>Combat rapproché</keyword> : à la fin de chaque tour, détruisez l'unité disposant de la force la plus faible du côté comportant le plus grand nombre d'unités.
202104_fluff;« Qu'ai-je fait ?! » cria le mage, effrayé par sa propre création.
202104_name;Épouvanteur : réveillé
202104_tooltip;<keyword=immune>Invulnérabilité</keyword>.
202105_fluff;De l'eau opaque du marais jaillirent soudain deux longues pattes semblables à celles d'une mante et hérissées de pointes. Les crochets verts monstrueux se saisirent d'un fantassin malchanceux et l'entraînèrent sous la surface de l'eau.
202105_name;Glouton des vasières
202105_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez toutes les unités disposant de {Power} point(s) de force. Pour chaque unité détruite, améliorez la présente unité de {Boost} point(s).
202106_fluff;Brouver Hoog a un jour voulu le chasser de Mahakam, car il avait un lama dans son salon… C'est une longue histoire.
202106_name;Gabor Zigrin
202106_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : gagnez l'attribut <keyword=resilient>Ténacité</keyword>.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : gagnez l'attribut <keyword=immune>Invulnérabilité</keyword>.\nChaque fois que vous jouez un Nain, améliorez la présente unité de {Boost} point(s).
202107_fluff;Il est arrivé ici avec un chariot rempli d'babioles et d'gadgets. Il est allé vanter sa cam'lote de porte en porte. Et qu'est-ce qu'il nous a vendu ? Des bombes qui vous explosent dans la main ! Une formule de pousse de la barbe qu'enflamme vos poils !
202107_name;Barnabas Beckenbauer
202107_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié Elfe, Nain et Dryade de {Boost} point(s).
202108_fluff;Je me suis promis de ne plus jamais utiliser ma magie pour faire du mal.
202108_name;Isbel de Hagge
202108_tooltip;<keyword=order>Ordre</keyword>, <keyword=ranged>Combat à distance</keyword> : regardez la première carte de chaque jeu. Gardez-en une et donnez l'autre à votre adversaire.
202109_fluff;On a tout raflé sur la côte depuis belle lurette ! Alors on a remonté la Iaruga en drakkar, en quête d'or et de gloire !
202109_name;Gudmund l'Effronté
202109_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : remplacez votre cimetière par votre jeu.
202110_fluff;Les boucliers, c'est pour les idiots qui cueillent des fleurs.
202110_name;Dagur Deux-Lames
202110_tooltip;<keyword=melee>Combat rapproché</keyword> : chaque fois qu'un ennemi est endommagé, améliorez la présente unité de {Boost} point(s).
202111_fluff;Les Nilfgaardiens avancèrent en direction de la reine sans manifester le moindre signe de panique. L'homme à leur tête était richement vêtu. Il se dégageait de lui une grande fierté… et une forte odeur de musc.
202111_name;Traheaern var Vdyffir
202111_tooltip;<keyword=deploy>Déploiement</keyword> : regardez les {MaxTargets} premières cartes du jeu de votre adversaire, et déplacez-en 1 vers son cimetière.
202112_fluff;J'ai servi votre époux dix ans, et vous huit. Mais jamais durant ce temps je n'avais défendu une plus noble cause.
202112_name;Reynard Odo
202112_tooltip;Chaque fois qu'une unité disposant d'<keyword=charge>utilisations</keyword> est jouée, donnez-lui 1 <keyword=charge>utilisation</keyword>.
202113_fluff;Les exceptions sont le meilleur moyen de faire couler le sang humain. Tous les Scoia'tael doivent mourir. Laissez les dieux séparer le bon grain de l'ivraie.
202113_name;Rayla la Noire
202113_tooltip;<keyword=deploy>Déploiement</keyword> : infligez à un ennemi un montant de dégâts équivalant au nombre d'Humains alliés.
202114_fluff;Qu'est-ce qui est apparu en premier : l'œuf ou la poule ? Comparée à l'énigme qu'est le phénix, cette question paraît bien triviale.
202114_name;Jeune Phénix
202114_tooltip;<keyword=doomed>Condamnée</keyword>. <keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : transformez la présente unité en Phénix.
202115_fluff;Le roi a un jour envoyé un messager à Eldain… malgré mes conseils pour l'en dissuader. On a retrouvé le messager le lendemain, les yeux arrachés, la hampe de son drapeau blanc enfoncée dans la gorge.
202115_name;Eldain
202116_fluff;Nous sommes en guerre, l'heure n'est pas aux tergiversations. Les vrais souverains prennent l'épée et le bouclier, et vont défendre leurs sujets.
202116_name;Reine Meve
202117_fluff;Sur les parois, des fresques représentaient les marais d'Angren et sa faune inquiétante. Deux mots barraient l'abomination la plus colossale : Gvaern Ichaer, la maîtresse sanguinaire.
202117_name;Gernichora
202118_fluff;Chez moi, dans le monde civilisé, un général commande ses troupes. Il ne s'agite pas comme un chien enragé.
202118_name;Ardal aep Dahy
202119_fluff;On est là pour tuer. Nilfgaardiens, Lyriens… du pareil au même. Nous faut du sang et des tripes pour laver notre honneur.
202119_name;Arnjolf le Parricide
202121_fluff;Aouh, aouuuuh, aouuuuuuh !
202121_name;Chiens de Spalla
202121_tooltip;<keyword=deploy>Déploiement</keyword> : déplacez une unité sur une autre ligne de votre côté.
202122_fluff;J'ai connu un jeune couple qui a été séparé juste après son mariage. Une bombe dans un chariot peut avoir cet effet.
202122_name;Souleveur de bombes
202122_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez un artefact ennemi.
202124_fluff;Engagez-vous, qu'ils disaient… Vous verrez du pays, qu'ils disaient…
202124_name;Mastodonte arachas
202124_tooltip;Aucune capacité.
202125_fluff;Une gueule pareille, c'est un avertissement de Dame Nature.
202125_name;Bourdon arachas
202125_tooltip;Aucune capacité.
202126_fluff;Ce qu'il y a dans le chariot ? Qu'est-ce que ça peut me faire ?
202126_name;Garde mercenaire
202126_tooltip;Aucune capacité.
202127_fluff;Gauche, droite, gauche, droite… On ne pourrait pas varier, un peu ?
202127_name;Fantassin déserteur
202127_tooltip;Aucune capacité.
202128_fluff;Foutue corde ! J'ai des ampoules plein les doigts !
202128_name;Archer déserteur
202128_tooltip;Aucune capacité.
202129_fluff;Frappez-les avec le bout pointu.
202129_name;Lance
202129_tooltip;Aucune capacité.
202130_fluff;Symbole du printemps et du rajeunissement, l'hirondelle a donné son nom à cette potion, qui accélère la cicatrisation et la guérison en cas de blessure.
202130_name;Hirondelle
202130_tooltip;Améliorez une unité de {Boost} point(s).
202131_fluff;Frappez-les avec le bout pointu.
202131_name;Lance
202131_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.
202132_fluff;D'un geste de la main, un sorceleur peut allumer une lampe… ou carboniser un ennemi.
202132_name;Geralt : Igni
202132_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez la ou les unité(s) ennemie(s) disposant de la force la plus élevée.
202133_fluff;Je fais toujours de mon mieux pour aider les gens. Mais si je suis mort, je n'aiderai plus personne.
202133_name;Jaskier : bonne volonté
202133_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : améliorez tous les alliés de {Power} point(s).
202134_fluff;Ses enfants ont hérité de sa beauté.
202134_name;Reine de la nuée
202134_tooltip;Infligez {Damage} point(s) de dégâts à {MaxTargets} ennemis.
202135_fluff;Les elfes ont une excellente vue, et visent à la perfection. Regarde, je vais te montrer.
202135_name;Archer Scoia'tael
202135_tooltip;Aucune capacité.
202136_fluff;Vous voulez dire que l'elfe dansait au milieu de la bataille ? Avez-vous perdu la tête, caporal ?!
202136_name;Danseuse guerrière Elfe
202136_tooltip;Aucune capacité.
202137_fluff;Cette forêt est notre foyer, et elle sera votre tombeau.
202137_name;Chef de commando
202137_tooltip;<keyword=order>Ordre</keyword> : améliorez une unité de {Boost} point(s).
202138_fluff;La nature fait parfois mentir l'adage « la jeunesse est source de beauté ».
202138_name;Jeune arachas
202138_tooltip;Aucune capacité.
202139_fluff;L'elfe est à moi ! À moi, vous m'entendez ?
202139_name;Chef de caravane
202139_tooltip;Infligez {Damage} point(s) de dégâts à une unité et aux unités qui lui sont adjacentes.
202140_fluff;N'oubliez pas, officiers : de deux adversaires, le premier à tirer sa lame a toujours l'avantage !
202140_name;Avantage tactique
202140_tooltip;<keyword=immune>Invulnérable</keyword>.\n<keyword=order>Ordre</keyword> : améliorez un allié de {Boost} point(s), puis <keyword=banish>bannissez</keyword> la présente carte.\nSi la présente carte est retirée du champ de bataille, <keyword=banish>bannissez</keyword>-la.
202141_fluff;INVISIBLE, IGNORE
202141_name;INVISIBLE, IGNORE
202142_fluff;Prenez garde, messieurs, il y a des nekkers sous ce pont.
202142_name;Guerrier nekker
202142_tooltip;Aucune capacité.
202143_fluff;Si les goules font partie du cercle de la vie, c'est un cercle sacrément vicieux.
202143_name;Goule
202143_tooltip;Aucune capacité.
202144_fluff;Il vit une lueur dans la brume. C'est la dernière chose qu'il vit.
202144_name;Brumelin
202144_tooltip;Aucune capacité.
202145_fluff;Beaucoup de peurs primales hantent le cœur des hommes. Celle de la brume est plus que fondée…
202145_name;Vieux brumelin
202145_tooltip;Aucune capacité.
202146_fluff;Un fiellon, ça ressemble un peu à un cerf. Un cerf maléfique atteint de gigantisme.
202146_name;Fiellon
202146_tooltip;Aucune capacité.
202147_fluff;Là ! Entre les arbres !
202147_name;Pisteur
202147_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité.
202148_fluff;Mon roi apprécie la vie… Il jouit de ses plaisirs aussi souvent que possible, mais ça ne l'empêche en rien de gouverner le royaume avec brio.
202148_name;Roi Demavend III
202148_tooltip;<keyword=order>Ordre</keyword> : donnez {Charge} <keyword=charge>utilisation(s)</keyword> à une unité. \n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
202149_fluff;Que ça rampe, que ça glisse ou que ça grimpe, j'en ai déjà mangé. Et si ça vole… Une fois, j'ai gobé un cerf-volant, juste parce qu'il y avait de la farine dessus.
202149_name;Angoulême
202149_tooltip;<keyword=order>Ordre</keyword> : jouez un artefact aléatoire depuis le jeu de votre adversaire.
202150_fluff;Cela fait près de cinquante ans que je n'ai pas pratiqué la médecine. Les années ont émoussé ma mémoire… Ainsi que la dextérité de mes doigts.
202150_name;Vysogota de Corvo
202150_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword>, <keyword=ranged>Combat à distance</keyword> : améliorez une unité de {Boost} point(s). \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nChaque fois qu'un joueur joue une carte, la présente unité gagne {Charges2} <keyword=charge>utilisation(s)</keyword>.
202151_fluff;De loin, on dirait un ours. Et de près… un gros ours.
202151_name;Falibor
202151_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : détruisez un ennemi possédant une capacité <keyword=order>Ordre</keyword>.
202152_fluff;Anna détestait tellement son mari qu'elle était prête à tout pour s'en libérer… et se libérer de leur enfant à naître.
202152_name;Anna Strenger
202152_tooltip;À la fin de chaque tour, si la présent unité est améliorée, améliorez les unités adjacentes de {Boost} point(s).
202153_fluff;Un cavalier n'a de valeur que par sa monture. Et les chevaux lyriens comptent parmi les meilleurs du continent.
202153_name;Cavalerie lyrienne
202153_tooltip;Chaque fois que vous jouez une unité possédant <keyword=order>Ordre</keyword>, améliorez la présente unité de {Boost} point(s).
202154_fluff;Descendez de vos grands chevaux et affrontez-moi !
202154_name;Piquier de Riv
202154_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. S'il est détruit, infligez {Damage2} point(s) de dégâts à un autre ennemi.
202155_fluff;Je peux mettre dans le mille à cent pas ! Mais peut-être pas du premier coup, bien sûr…
202155_name;Arbalétrier lyrien
202155_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité. \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nChaque fois que vous jouez une carte possédant des <keyword=order>Ordres</keyword>, la présente unité gagne {Charges2} <keyword=charge>utilisation(s)</keyword>.
202156_fluff;Il vaut mieux ne pas se moquer de leurs chapeaux ridicules. Croyez-moi sur parole.
202156_name;Lansquenet lyrien
202156_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité. Si un Lansquenet lyrien a été améliorée, infligez {Damage2} point(s) de dégâts à la place.
202157_fluff;J'ai exactement l'onguent qu'il vous faut. Mais le prix vient de doubler.
202157_name;Guérisseuse havekar
202157_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez un allié de {Boost} point(s).\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=heal>soignez</keyword> un allié.
202158_fluff;Elfe ou nain, aucune importance pour moi. Tant qu'ils ont de l'argent.
202158_name;Marchand havekar
202158_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s).
202159_fluff;Le combat est une danse dans laquelle il ne faut jamais laisser mener l'adversaire.
202159_name;Maître d'armes elfe
202159_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown2} tour(s).\nSi l'ennemi est détruit, réduisez le délai de <keyword=cooldown>réutilisation</keyword> de {Cooldown1} tour(s).
202160_fluff;On les sent venir bien avant de les voir.
202160_name;Putréfacteur
202160_tooltip;Aucune capacité.
202161_fluff;Ils nourrissent notre peuple et versent le sang de nos ennemis.
202161_name;Faucheur lyrien
202161_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité de {Boost} point(s) par allié amélioré.
202162_fluff;Mort ou vif, j'aurai cet elfe. Vous pouvez me croire.
202162_name;Chef de caravane
202162_tooltip;Aucune capacité.
202163_fluff;Les lames elfes sont légères, mais infligent de terribles blessures.
202163_name;Lame elfe
202163_tooltip;Infligez {Damage} point(s) de dégâts à une unité (Elfes exclus).
202164_fluff;Personne ne pourra nous surprendre tant que je monterai la garde.
202164_name;Sentinelle elfe
202164_tooltip;<keyword=deploy>Déploiement</keyword> : infligez à un ennemi un montant de dégâts égal au nombre de lignes le séparant de la présente unité.
202165_fluff;Homme ou chevreuil, ça change pas grand-chose. Y a qu'à viser entre les omoplates.
202165_name;Chasseur elfe
202165_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. S'il survit, améliorez la présente unité de {Boost} point(s).
202166_fluff;Alors, dh'oine ? On se croit en veine ?!
202166_name;Dur à cuir elfe
202166_tooltip;Aucune capacité.
202167_fluff;Beaucoup de soldats partent parce qu'ils ont peur. Moi, je m'ennuyais.
202167_name;Déserteur sadique
202167_tooltip;Aucune capacité.
202168_fluff;À quoi bon apprendre à changer le fer en or, alors que je peux en gagner simplement avec mes connaissances ?
202168_name;Sorcière mercenaire
202168_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez une unité de {Boost} point(s).
202169_fluff;Je sais briser deux choses : les vœux et les os.
202169_name;Mercenaire champion
202169_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez la présente unité de {Boost} point(s).
202170_fluff;Enfin ! Maintenant, je peux jouer ce que je veux, et aussi fort que je veux !
202170_name;Tambour
202170_tooltip;Tous les 5 tours, au début du tour, améliorez les unités adjacentes de {Boost} point(s).
202171_fluff;Quiconque la brandira ne connaîtra que la victoire, puis mourra trahi.
202171_name;Lame maudite
202171_tooltip;<keyword=order>Ordre</keyword> : améliorez une unité de {Boost} point(s) et ajoutez-lui l'attribut <keyword=doomed>Condamnée</keyword>, puis détruisez la présente unité.
202172_fluff;Je ne sais pas ce qui était le pire, dans cette armée, de la solde ou des repas…
202172_name;Vétéran
202172_tooltip;Aucune capacité.
202173_fluff;Faites un pas de plus vers ce chariot, et je vous colle une flèche en pleine tête !
202173_name;Escorte de caravane
202173_tooltip;Aucune capacité.
202174_fluff;Par Melitele, j'aurais juré que ce chemin était dans le coin…
202174_name;Guide de caravane
202174_tooltip;Aucune capacité.
202175_fluff;Ce qu'il y a dans le chariot ? Qu'est-ce que ça peut me faire ?
202175_name;Garde mercenaire
202175_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez la présente unité de {Boost2} point(s).\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : améliorez toutes les autres unités de cette ligne de {Boost} point(s).
202176_fluff;Le rêve d'un bon commandant… mais le cauchemar d'un mauvais.
202176_name;Brume impénétrable
202176_tooltip;Appliquez cet effet de ligne sur une ligne ennemie :\nPendant {Counter} tour(s), infligez {Damage} point(s) de dégâts à l'unité la plus forte.
202177_fluff;On dit que les elfes comprennent mieux les chevaux que les humains. C'est assez vrai.
202177_name;Cavalier Scoia'tael
202177_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à une unité.
202178_fluff;Abandonner un ami en péril ? Jamais !
202178_name;Jaskier : ami fidèle
202178_tooltip;À la fin de la manche, déplacez la présente carte du cimetière vers votre jeu.
202179_fluff;N'oubliez pas, officiers : de deux adversaires, le premier à tirer sa lame a toujours l'avantage !
202179_name;Avantage tactique
202179_tooltip;<keyword=immune>Invulnérable</keyword>. <keyword=doomed>Condamnée</keyword>.\n<keyword=order>Ordre</keyword> : améliorez un allié de {Boost} point(s), puis <keyword=banish>bannissez</keyword> la présente unité.
202180_fluff;Il faisait grand soleil il y a à peine une minute ! Je le jure sur les dieux !
202180_name;Brume surnaturelle
202180_tooltip;Au début de chaque tour, infligez {Damage} point(s) de dégâts à l'unité la plus forte sur cette ligne.
32_name_lt;Ragh nar Roog
32_tooltip_lt;Au début de chaque tour, infligez {Damage} point(s) de dégâts à l'unité la plus forte sur cette ligne.
4_name_lt;Pluie torrentielle
4_tooltip_lt;Pendant {Counter} tours, au début du tour, infligez {Damage} point(s) de dégâts à {MaxTargets} unité(s) aléatoire(s).
64_name_lt;Tempête de Skellige
